H6_freq,H6_db,H6_power,H7_freq,H7_db,H7_power,H8_freq,H8_db,H8_power,H9_freq,H9_db,H9_power,H10_freq,H10_db,H10_power,H11_freq,H11_db,H11_power,H12_freq,H12_db,H12_power,U6.5_freq,U6.5_db,U6.5_power,U7.5_freq,U7.5_db,U7.5_power,U8.5_freq,U8.5_db,U8.5_power,U9.5_freq,U9.5_db,U9.5_power,U10.5_freq,U10.5_db,U10.5_power,U11.5_freq,U11.5_db,U11.5_power,U12.5_freq,U12.5_db,U12.5_power,broadband_noise_db,broadband_noise_.ower,filename,frame
3028154.373,-19.56087453,103.7462431,3528118.134,-20.94309325,149.271756,3981113.434,-14.0649144,335.5310453,4481077.194,-11.92815689,608.9330092,4981040.955,-11.58254029,771.4475771,5481004.715,-12.62571711,675.1730568,5983352.661,-14.41984732,591.5446751,3259420.395,-33.16906372,17.15998944,3759384.155,-30.60237533,25.02225595,4309654.236,-28.59562644,39.70695279,4809617.996,-24.05411878,63.86489459,5309581.757,-23.10724321,87.05969923,5809545.517,-23.81382818,100.6924128,6255626.678,-24.18748772,101.0757058,-33.9059292,495.6275686,PCI_1000x_01.pacq,11
3002405.167,-26.25181136,67.89904238,3514051.437,-24.1663076,103.9233896,3974199.295,-20.4242923,200.6320793,4461526.871,-15.61451538,397.4622018,4961729.05,-12.90640548,555.1010196,5461692.81,-13.34235353,565.4270421,5961894.989,-13.77069698,546.7134874,3292322.159,-31.58954608,19.82285017,3807306.29,-29.2709368,28.64745618,4301071.167,-27.49477878,46.38826786,4807233.81,-26.25342042,73.65503502,5326271.057,-23.24840543,98.54617148,5826234.818,-23.33059755,101.3410915,6326436.996,-24.23687968,102.8210725,-32.65766848,518.5069697,PCI_1000x_01.pacq,12
3028869.629,-26.66933414,54.41632896,3483772.278,-25.0192045,97.88329978,3983736.038,-20.87647537,179.467107,4463672.638,-17.68227617,347.433096,4963636.398,-16.66626003,447.6675882,5453586.578,-16.72115434,502.477859,5953788.757,-16.62961537,426.5485964,3264427.185,-31.9897635,18.45399581,3770112.991,-28.98126442,27.11407937,4271984.1,-27.57784673,55.27852646,4760265.35,-25.58909883,82.43600048,5217552.185,-22.18235913,119.5170772,5806922.913,-23.85628127,126.8390027,6307840.347,-23.81244545,117.0405283,-32.32784787,354.6882804,PCI_1000x_01.pacq,13
3046751.022,-26.93648529,48.14251222,3496885.3,-25.5398648,70.33988597,4000186.92,-22.53611647,119.8139273,4499673.843,-18.02521034,219.7696543,4999876.022,-17.10199828,314.2059166,5484104.156,-17.67730399,314.1905116,5984067.917,-16.47122238,293.0111327,3208875.656,-32.49200645,16.71960953,3726720.81,-30.29803015,25.00782296,4227161.407,-28.66534433,34.98783217,4801273.346,-26.71941008,64.0159039,5292177.2,-26.53310172,73.16950109,5819559.097,-25.95977853,70.60881062,6318807.602,-27.46505745,64.77671657,-33.70929955,317.5946158,PCI_1000x_01.pacq,14
3032684.326,-24.02479072,73.82834918,3481626.511,-24.92891049,104.4351291,3968954.086,-22.25498567,156.3564612,4483938.217,-17.35020075,310.7868951,4963159.561,-17.14741705,478.8775368,5473613.739,-14.67114813,592.5752317,6013631.821,-17.15221133,519.8995559,3291606.903,-29.6533509,27.02969683,3816127.777,-25.8098396,43.95436235,4259347.916,-24.08301142,93.58337465,4694938.66,-22.74730958,165.9740471,5284309.387,-20.64286362,162.8804605,5824565.887,-21.49970704,166.1313879,6195783.615,-23.51502847,153.3457804,-29.80002486,761.2872057,PCI_1000x_01.pacq,15
3036260.605,-26.26988511,59.88073913,3546476.364,-24.99786015,108.1468644,4000186.92,-20.65115954,176.5798939,4500150.681,-19.05323016,307.3607767,4999876.022,-16.18342461,450.9621891,5483865.738,-15.91325604,549.0006306,5971670.151,-16.78816768,485.8511784,3283262.253,-27.38026228,48.09354706,3783226.013,-25.93788819,66.34181687,4321098.328,-23.59905898,98.76494762,4772424.698,-22.9860238,168.2151021,5310297.012,-20.21995778,249.5468592,5815267.563,-19.41008098,263.4980418,6216764.45,-20.0238506,213.3086248,-29.34242865,1357.685683,PCI_1000x_01.pacq,16
3019332.886,-27.96728767,37.0759126,3530979.156,-27.72273418,47.68962251,3999948.502,-23.92555023,109.473032,4499912.262,-19.99845624,223.4793357,4985570.908,-18.36000761,341.9799381,5496025.085,-18.98585322,360.3303181,5992650.986,-18.73092433,331.188752,3298044.205,-30.82307683,25.69972691,3746747.971,-27.56507886,36.05573705,4299640.656,-24.54160277,76.0306499,4799604.416,-22.25994067,143.053442,5311489.105,-20.4061183,147.9604931,5741834.641,-23.34853155,124.5098551,6306648.254,-23.73199566,120.0931095,-31.73498514,337.918961,PCI_1000x_01.pacq,17
3035068.512,-26.32718514,64.60446398,3534793.854,-23.9783984,93.82257853,3967046.738,-21.22564401,162.7559306,4467248.917,-19.79210312,262.048914,5039930.344,-18.1563255,478.7325964,5499839.783,-16.4490149,585.7914504,6000041.962,-17.87353066,480.5990612,3285884.857,-27.47343143,58.18588965,3818988.8,-24.81622173,89.27191579,4300117.493,-22.24310142,159.5486293,4801511.765,-18.22253387,317.4777784,5305290.222,-17.38297022,425.2984319,5684852.6,-18.30054619,437.2740604,6228685.379,-19.98199664,351.0757924,-26.67121451,1934.851151,PCI_1000x_01.pacq,18
3050565.72,-26.83794399,47.85681393,3509283.066,-26.11520034,74.19176934,4010915.756,-20.32868672,145.9314733,4510879.517,-19.44912512,276.6339121,4995822.906,-18.33719399,432.5466653,5494594.574,-16.35216672,423.1281128,5981922.15,-16.58371631,432.2338602,3316879.272,-26.23791728,49.28973523,3808736.801,-25.43579932,72.43277825,4201889.038,-22.64765815,153.2143388,4692554.474,-20.91236825,238.8820925,5196571.35,-18.31971674,316.0672912,5679607.391,-19.24129868,246.3387345,6219387.054,-20.92782332,219.9205494,-27.71447011,1649.78521,PCI_1000x_01.pacq,19
3010034.561,-25.23051049,73.49799948,3517150.879,-23.69763614,121.976337,4025459.29,-20.67047532,201.6536007,4544973.373,-17.88057062,382.3414686,5045175.552,-15.54524943,580.7808318,5455493.927,-15.57272419,642.912219,5956172.943,-17.11475891,516.6940933,3248214.722,-22.84133224,85.99890332,3748178.482,-22.44510185,136.2170184,4286527.634,-20.4368046,233.7118856,4676818.848,-17.97947363,371.6450337,5190849.304,-17.22412677,499.2553774,5688190.46,-17.09760021,492.3599471,6198883.057,-18.22773707,382.8422784,-25.58433798,575.2343212,PCI_1000x_01.pacq,20
3058433.533,-23.90898762,110.1090085,3442049.026,-22.05387087,175.1178332,4014968.872,-19.72592137,326.6953495,4514217.377,-16.96968067,502.0587422,4989385.605,-16.15789052,612.0065785,5428552.628,-15.97472947,747.4937518,5921363.831,-15.4196332,760.41918,3319978.714,-24.69260559,101.8973007,3775358.2,-19.86765141,166.1120113,4275321.96,-17.9228329,324.6598603,4777193.069,-16.33241599,554.9863969,5255699.158,-15.01617304,743.7422883,5811214.447,-15.81907665,718.2894974,6183147.43,-16.53248716,592.9278631,-24.5219379,1865.373706,PCI_1000x_01.pacq,21
3046751.022,-19.36187521,369.2584098,3521919.25,-18.17521302,599.3969087,4021883.011,-15.439781,1063.550251,4516124.725,-13.43160685,1775.738085,4964113.235,-11.28441695,2749.109042,5536317.825,-11.0046036,2987.534512,6038904.19,-12.70476001,2530.188487,3250360.489,-19.46909548,437.2292983,3802299.5,-17.97481435,705.4662598,4302263.26,-14.7293976,1367.010015,4807710.648,-12.10023771,2382.027558,5199193.954,-11.28702586,3087.650821,5686044.693,-10.96307641,2936.016965,6200075.15,-11.6804918,2458.087576,-18.48374173,5383.90966,PCI_1000x_01.pacq,22
3047227.859,-18.3268257,520.4812432,3484487.534,-16.21478793,836.5820178,4039764.404,-13.70754279,1413.884218,4505395.889,-10.15842947,2361.035498,5005359.65,-8.841292607,3472.064211,5490064.621,-9.032449862,4075.84784,5956172.943,-9.446073915,3652.125489,3306388.855,-18.96662215,549.7732531,3824234.009,-14.73200548,999.6978254,4290580.75,-11.78428695,1836.779638,4798412.323,-11.56775386,2680.928529,5246162.415,-9.815848946,3536.253945,5732297.897,-9.024116797,3794.942101,6185293.198,-10.15616146,3003.257581,-17.65844728,7320.478533,PCI_1000x_01.pacq,23
3069877.625,-18.2232106,730.5319869,3561258.316,-16.30846134,1201.926944,4065752.029,-14.09962502,2114.208561,4487991.333,-11.26844312,3475.401476,5025863.647,-10.45249041,4954.85639,5571126.938,-9.411320273,6041.317358,5941629.41,-9.96501682,5459.676232,3172636.032,-18.10187649,802.733742,3806114.197,-15.49792993,1491.010203,4280567.169,-11.73717605,2577.329071,4816055.298,-10.57216614,3943.152136,5314350.128,-9.003129413,5690.733211,5826711.655,-9.166045575,6361.408092,6326436.996,-8.901547669,4630.753355,-15.53936614,15843.43504,PCI_1000x_01.pacq,24
3075361.252,-15.05670115,1581.35436,3541469.574,-13.4888288,2526.657899,4041671.753,-11.17781411,4301.402706,4567623.138,-8.34317906,6865.724381,5031585.693,-5.879571637,10256.53132,5531549.454,-5.897819891,12168.27133,5929231.644,-7.509004737,11032.45917,3226995.468,-15.23597097,1855.93441,3820419.312,-12.37631475,3361.705827,4270076.752,-10.52187431,5410.616273,4769802.094,-8.211735071,7980.993043,5294561.386,-7.017032129,10658.27927,5783796.31,-6.705871149,12490.87673,6284236.908,-7.155297158,9293.12446,-12.21659658,31209.20599,PCI_1000x_01.pacq,25
2975463.867,-15.46670603,1772.117844,3490686.417,-13.23819023,2997.629524,3931045.532,-10.31277448,4993.042682,4431247.711,-8.425949609,7955.275082,4963397.98,-5.54840938,12147.86476,5463361.74,-5.067633162,15488.32135,6002426.147,-6.667896764,12695.03738,3268003.464,-14.27803818,2019.004447,3808736.801,-11.95096462,3738.472354,4225969.315,-8.635661286,6258.568072,4789352.417,-6.102828749,9292.064203,5289316.177,-6.301372364,12891.2398,5714654.922,-5.36216357,13471.1864,6214618.683,-6.035014425,10003.35569,-11.99709963,43909.44175,PCI_1000x_01.pacq,26
3040075.302,-13.99738016,1842.080594,3529787.064,-12.43562789,2989.239947,3985404.968,-9.907566838,5198.967596,4437208.176,-7.304627395,8556.880489,4994392.395,-5.660783017,12569.72697,5513191.223,-4.337381605,16040.78319,5956649.78,-5.040285488,14287.64016,3186225.891,-12.82340613,2190.326302,3679513.931,-10.41031636,3923.915634,4252672.195,-7.484026137,6737.367452,4717350.006,-6.848675571,10340.43882,5249023.438,-6.413879323,13399.54979,5800008.774,-4.300312374,15056.68501,6278276.443,-6.567113781,11455.25909,-11.74921457,37830.08552,PCI_1000x_01.pacq,27
3013849.258,-13.36563039,2568.159941,3499269.485,-11.60702902,3869.055354,3972768.784,-8.809152351,7104.201334,4524469.376,-6.788527692,11849.19105,5073308.945,-4.55171696,17645.94246,5422592.163,-3.988047013,22088.27417,5922555.923,-3.41602349,19388.47851,3262281.418,-13.02788504,3085.747145,3764390.945,-8.836717411,5601.929817,4261732.101,-7.459636757,9376.582966,4813432.693,-4.41814625,13684.73881,5285501.48,-4.377480556,19149.09433,5760669.708,-4.957840629,21233.95984,6170034.409,-5.408909966,15434.57124,-10.127552,70075.12578,PCI_1000x_01.pacq,28
3078699.112,-14.30319262,2479.629396,3519296.646,-11.47010297,4057.475768,4011869.431,-9.024652,7004.648265,4570484.161,-6.635958528,11920.95781,5034923.553,-4.227016552,17634.05816,5511999.13,-3.599378437,22125.30292,5935192.108,-3.999651626,18732.88357,3272294.998,-11.71874143,3310.854784,3802537.918,-9.035672816,5525.841502,4329204.559,-6.59537247,9524.704649,4829168.32,-5.093132424,14746.20334,5175590.515,-4.736965119,20583.60868,5738019.943,-4.641792835,21316.4491,6242990.494,-5.115695061,17014.68752,-10.14549732,27599.95209,PCI_1000x_01.pacq,29
3005504.608,-11.94033592,3062.555899,3570556.641,-10.77647617,5063.304918,3924131.393,-7.881074542,8485.720153,4508733.749,-5.708828286,13600.4531,5023241.043,-3.864309502,20625.21589,5537986.755,-4.196868875,25067.66463,5922079.086,-3.233335675,20332.54919,3172636.032,-11.62913825,3758.035433,3672599.792,-8.384963466,6250.601029,4303216.934,-7.739149606,10691.74351,4783868.79,-4.833874885,17299.75556,5285978.317,-3.192638085,22890.52265,5716562.271,-3.996081317,22723.87113,6268978.119,-4.931316689,16616.41014,-9.345584291,81011.97841,PCI_1000x_01.pacq,30
3008842.468,-12.08708125,2993.590564,3471612.93,-10.84144426,5004.987213,4060268.402,-8.261297268,8359.297279,4550933.838,-5.322447294,14015.01975,4997968.674,-3.442812848,22124.09594,5497932.434,-1.764004758,25594.75248,6014347.076,-3.488720393,20948.32801,3318548.203,-9.644299828,3665.581214,3775835.037,-9.941372774,5987.256524,4293680.191,-6.783321323,10597.65844,4752874.374,-3.845785048,16296.23494,5253076.553,-2.979723712,22753.76598,5699157.715,-2.934454919,22682.44258,6198883.057,-3.510129298,17182.1383,-9.079003731,62903.36344,PCI_1000x_01.pacq,31
3047466.278,-11.79565757,2965.761833,3482580.185,-9.963300807,4777.744371,4046916.962,-7.731610507,8102.89794,4564046.86,-5.673864348,13671.76909,5035638.809,-3.334956187,20855.07955,5467891.693,-2.214778498,25810.08464,5967855.453,-2.837187016,19186.07208,3197431.564,-11.48352636,3531.67034,3802299.5,-9.397099769,5764.447089,4261970.52,-6.511573827,9997.275355,4814624.786,-4.203728056,16021.6305,5219936.371,-2.761372248,21739.7094,5743980.408,-3.307424943,20677.58049,6197452.545,-4.501001943,16017.19865,-9.626490968,53576.41053,PCI_1000x_01.pacq,32
2990007.401,-56.55422468,0.122551416,3547668.457,-54.56422667,0.218932603,4059553.146,-51.94447267,0.412876541,4506111.145,-48.87714937,0.549454888,4999876.022,-50.17294317,0.579193333,5540609.36,-50.64041129,0.602773497,5978822.708,-50.42768674,0.567199292,3182172.775,-56.56156178,0.144681697,3721237.183,-52.98048304,0.303923755,4263639.45,-51.32264075,0.49680726,4717111.588,-50.5638069,0.56689346,5298137.665,-51.12294432,0.572314095,5813360.214,-50.95385516,0.573173565,6206512.451,-49.7458836,0.577945019,-54.41359284,2.179070964,PCI_1000x_02.pacq,1
3046751.022,-53.82958714,0.118183439,3499984.741,-52.04785109,0.229587199,3999948.502,-52.09932006,0.408695578,4499912.262,-48.0410954,0.585162059,5000114.441,-45.52226647,0.626830815,5500078.201,-47.29545107,0.579192877,5941867.828,-50.84564492,0.581867588,3316640.854,-56.08455088,0.147136293,3818988.8,-53.2167495,0.301675896,4295825.958,-50.61772937,0.466256188,4689455.032,-50.67006733,0.546682036,5188226.7,-49.9846953,0.594449846,5824565.887,-50.82931543,0.594253247,6230831.146,-51.20682657,0.577083584,-54.39371109,1.970828926,PCI_1000x_02.pacq,2
3046989.441,-50.35700166,0.132415057,3499984.741,-42.65200371,0.276146963,3999948.502,-44.57631611,0.424666079,4499912.262,-44.51318527,0.615799142,5000114.441,-40.35383867,0.701679992,5500078.201,-38.41287314,0.808101933,5984783.173,-42.37714044,0.707786227,3275871.277,-55.84011149,0.15197226,3758907.318,-53.48228432,0.320375734,4258871.078,-51.01549417,0.500949486,4827260.971,-49.62471782,0.577773642,5289793.015,-49.53784863,0.577232588,5747795.105,-50.45217369,0.583087058,6218671.799,-50.18869825,0.5666721,-54.4162988,2.226191405,PCI_1000x_02.pacq,3
3000020.981,-48.32580511,0.127772599,3499984.741,-47.20049837,0.248558828,4046916.962,-46.0444818,0.444784613,4499912.262,-45.69013646,0.60191766,4999876.022,-44.72305398,0.631681307,5500078.201,-41.25114295,0.720090232,5984783.173,-39.11884676,0.799321528,3179550.171,-56.04230166,0.152424523,3765583.038,-53.83314905,0.289937499,4263401.031,-50.87002495,0.509668042,4721403.122,-50.88714976,0.56146313,5279779.434,-50.57890743,0.587551578,5801439.285,-49.89477192,0.561789604,6210088.73,-49.95824994,0.586064485,-54.44189321,1.986173105,PCI_1000x_02.pacq,4
3046751.022,-37.84488795,0.406513279,3499984.741,-36.36394204,0.625486139,3999948.502,-30.7436458,1.499797264,4499912.262,-29.99405831,2.108491629,4999876.022,-28.07574388,3.380113901,5499839.783,-32.01123166,2.142454087,5984544.754,-33.02552889,1.958969965,3250598.907,-53.66008859,0.156831613,3765583.038,-51.36957137,0.335232474,4283189.774,-50.74746645,0.508608699,4801750.183,-48.16992262,0.632588803,5217075.348,-49.84341696,0.634610282,5778551.102,-49.94470583,0.620332224,6218671.799,-46.45847989,0.59692143,-54.26747142,2.246621457,PCI_1000x_02.pacq,5
3046512.604,-36.96879763,0.639270624,3546476.364,-33.60729164,1.285525076,3999710.083,-31.20223676,2.339793682,4499673.843,-27.78746838,4.21942225,4999876.022,-26.92269832,5.866198057,5499601.364,-25.29791756,9.039082922,5984306.335,-26.88708092,7.85885613,3265857.697,-47.1305167,0.223916684,3766059.875,-46.15128521,0.404308143,4219055.176,-46.19581807,0.622700063,4719257.355,-44.59692659,0.690037669,5219221.115,-45.78217482,0.753093672,5719184.875,-45.29296155,0.724919684,6219148.636,-44.63141165,0.741349012,-53.12787276,2.726342048,PCI_1000x_02.pacq,6
3046512.604,-31.29182958,2.923923353,3499984.741,-30.04666128,5.321037705,3999710.083,-28.23627104,7.934819265,4499673.843,-23.45850488,16.76255887,4999637.604,-21.75926505,27.67914022,5499601.364,-23.41554736,33.29373582,6014823.914,-25.63073687,27.59684386,3266096.115,-44.55763958,0.535954818,3766059.875,-43.71948356,0.833471998,4266023.636,-43.97558904,1.138819664,4719495.773,-43.30355855,1.364244112,5219221.115,-41.86565703,1.504549509,5719184.875,-43.98464788,1.390624349,6218910.217,-41.56000019,1.398352777,-49.12940213,6.941777455,PCI_1000x_02.pacq,7
3044128.418,-30.34569503,7.367300628,3543853.76,-30.63926253,12.1842871,3997325.897,-24.96090995,21.96710254,4497289.658,-21.99593374,41.7467106,4997014.999,-21.76134395,64.09154216,5483627.319,-21.20714646,82.92985435,5983591.08,-23.77435474,70.74065859,3271102.905,-43.50475902,1.196892213,3768444.061,-42.4512911,1.689324029,4268407.822,-40.21536204,2.206581131,4768371.582,-38.51876547,2.531168758,5268335.342,-41.33824489,3.003588905,5722522.736,-39.96647989,3.094000531,6219863.892,-40.39465746,3.031264392,-46.28025365,15.33176413,PCI_1000x_02.pacq,8
3075122.833,-32.43085554,9.764384395,3529071.808,-31.00928189,17.04908793,3983736.038,-27.49488815,30.74176913,4482269.287,-23.0650723,57.07610855,4982471.466,-22.38570198,92.1959667,5499124.527,-22.30514473,110.108547,5984306.335,-24.27445371,90.25406773,3255367.279,-42.66090557,1.395992024,3766775.131,-42.47235626,2.08555375,4226446.152,-41.14240817,2.763207759,4724979.401,-39.8261467,3.333164107,5240440.369,-39.83618092,4.086613819,5717515.945,-39.39167205,4.457896541,6239414.215,-38.85785265,4.349195303,-44.31535489,29.8027357,PCI_1000x_02.pacq,9
3018617.63,-26.36874581,33.05217202,3518581.39,-24.93499552,51.25677917,3982543.945,-22.98533082,95.43082972,4471778.87,-18.89803567,172.4897978,4971742.63,-17.66239834,247.0206538,5472421.646,-18.89589359,270.205672,5987644.196,-18.89156793,249.8110171,3293275.833,-36.12949311,5.34903943,3755807.877,-37.18503698,7.168603738,4256248.474,-36.48598436,8.992377823,4731178.284,-34.24537168,12.06025748,5231142.044,-30.88400797,15.84166255,5742549.896,-31.04189798,17.11504544,6247043.61,-31.13689538,17.10490978,-38.62304671,118.8110528,PCI_1000x_02.pacq,10
3021717.072,-24.69892947,38.12341214,3521680.832,-23.37565881,57.05043319,4021644.592,-23.04616811,101.2595347,4472255.707,-20.65826233,186.9948528,4984855.652,-17.97061415,289.9890985,5460977.554,-18.00106654,319.594674,5949258.804,-18.17534613,271.6283805,3285646.439,-36.49115378,5.476415899,3785848.618,-35.30006979,8.436361742,4246234.894,-33.48394818,11.1403034,4780292.511,-32.26419169,15.20486172,5263805.389,-30.15340743,22.91171951,5748987.198,-30.32427705,27.02335205,6276369.095,-30.95420067,23.54205165,-39.25921811,79.20175117,PCI_1000x_02.pacq,11
3017425.537,-27.98567836,30.59459901,3517389.297,-24.63561743,49.25951654,3980636.597,-22.50740498,107.8852876,4475831.985,-18.83716412,202.0497024,4975795.746,-16.34740736,266.4827949,5485534.668,-16.05034094,265.0231786,5979776.382,-17.60488186,240.9925315,3291606.903,-32.65652712,6.233610889,3791570.663,-31.41145938,9.961284448,4301786.423,-32.19828367,15.0586965,4820585.251,-29.74473454,24.12697558,5274772.644,-27.77686864,38.79335841,5774974.823,-28.18316551,44.16292606,6269216.537,-27.89249356,42.17450055,-37.41964389,95.2836348,PCI_1000x_02.pacq,12
3011703.491,-26.85138458,48.72748535,3509044.647,-24.09937242,70.30312368,3984928.131,-20.54466356,134.3781509,4480361.938,-16.70846076,255.1059801,4980325.699,-14.97882038,392.2901926,5480289.459,-15.51034918,418.2048491,5977630.615,-16.80469672,385.5255423,3281354.904,-32.90804956,16.02887447,3803014.755,-31.36579971,22.44178836,4216909.409,-29.89268624,36.29904532,4776239.395,-26.7089904,58.76329527,5174636.841,-24.35358245,83.16330434,5764961.243,-25.08604709,91.28419051,6260633.469,-23.98788579,84.28150553,-32.36880061,299.1756776,PCI_1000x_02.pacq,13
