H6_freq,H6_db,H6_power,H7_freq,H7_db,H7_power,H8_freq,H8_db,H8_power,H9_freq,H9_db,H9_power,H10_freq,H10_db,H10_power,H11_freq,H11_db,H11_power,H12_freq,H12_db,H12_power,U6.5_freq,U6.5_db,U6.5_power,U7.5_freq,U7.5_db,U7.5_power,U8.5_freq,U8.5_db,U8.5_power,U9.5_freq,U9.5_db,U9.5_power,U10.5_freq,U10.5_db,U10.5_power,U11.5_freq,U11.5_db,U11.5_power,U12.5_freq,U12.5_db,U12.5_power,broadband_noise_db,broadband_noise_.ower,filename,frame
3029346.466,-28.05562228,27.53642931,3505229.95,-28.1081505,35.88260788,3967523.575,-23.74866094,70.32213032,4467487.335,-20.78538552,134.457835,4997968.674,-19.65503802,197.2518746,5497932.434,-20.10741442,206.1809537,5966186.523,-19.81780894,191.1941138,3323078.156,-37.11858695,5.242517875,3823280.334,-34.89837866,8.218685615,4269838.333,-33.09678184,16.29674683,4744768.143,-29.21251606,25.74036733,5293607.712,-28.69981599,36.52826879,5764007.568,-29.53966921,39.5431352,6191015.244,-27.90899746,37.14217614,-37.07776859,100.4913225,PCI_1000x_02.pacq,14
3073215.485,-28.39855797,34.97848589,3517150.879,-26.35627832,56.51872674,3980398.178,-23.64965025,103.8905541,4482030.869,-22.17741895,187.6668108,4970312.119,-19.07506748,263.3095844,5470514.297,-18.93114016,278.0722557,5965948.105,-19.20587261,242.1832165,3268957.138,-33.92224207,9.980100779,3689765.93,-32.97590314,15.27305081,4301309.586,-31.09262561,25.08515462,4760026.932,-29.08989213,42.38201241,5256175.995,-27.82660803,59.75324056,5739927.292,-26.4960319,57.46140177,6239891.052,-26.74188727,49.31252836,-35.06833466,258.721693,PCI_1000x_02.pacq,15
3030300.14,-30.12500939,18.10751011,3530263.901,-28.88530178,31.20960722,3991365.433,-25.39914316,57.7346781,4471778.87,-23.83480548,92.84808105,4968166.351,-22.98520207,135.6540777,5478382.111,-22.68862341,150.8915091,5989789.963,-21.69849186,138.7588352,3289699.554,-37.30954227,5.418485907,3776073.456,-34.00734606,8.967391337,4266023.636,-31.19325816,18.25732597,4788398.743,-29.47790463,27.79985251,5288839.34,-27.70363,35.69876026,5789041.519,-28.63692667,35.32267627,6204605.103,-29.80110825,31.79600422,-36.70907284,192.2460065,PCI_1000x_02.pacq,16
3046512.604,-29.26571221,32.32600424,3486394.882,-28.01544631,43.36505003,4015207.291,-23.84073107,103.8645748,4500150.681,-21.32924683,150.2473075,5000114.441,-20.51503333,243.2550356,5481481.552,-20.93120941,220.1192491,5981683.731,-18.60204911,251.5620981,3178358.078,-30.30541117,22.78205775,3813982.01,-28.69200194,51.71839018,4312753.677,-24.81370393,109.6426189,4713535.309,-22.04258489,167.2433188,5316734.314,-22.07541597,147.4267033,5697488.785,-23.96440969,143.7986641,6248712.54,-23.27411867,159.0398885,-30.04141765,938.7712184,PCI_1000x_02.pacq,17
3046751.022,-31.7214891,16.85869513,3428936.005,-31.90944839,20.62282853,3928899.765,-28.91042881,41.55415415,4451513.29,-25.60805497,68.69445672,4999876.022,-22.70621645,110.0943849,5479097.366,-23.96436773,106.538462,5953550.339,-24.86400779,97.88986166,3238916.397,-32.39397282,14.60126398,3689050.674,-31.75698945,22.04450583,4222869.873,-28.25024734,31.41981446,4829406.738,-26.56054967,49.62714015,5329370.499,-25.74122721,65.07123318,5707740.784,-25.52233836,59.85694418,6185293.198,-26.73709666,76.82491949,-33.33319339,516.7861491,PCI_1000x_02.pacq,18
3059387.207,-26.8415172,59.30644284,3554105.759,-25.20535822,88.77250539,4049539.566,-23.06913874,141.0111402,4525899.887,-19.62476112,244.3520844,4971742.63,-19.88242554,335.1770099,5454301.834,-17.67340879,352.2564562,5969285.965,-20.11156886,331.6899743,3173112.869,-28.41532075,46.67865533,3680944.443,-26.49306823,73.08185773,4271268.845,-20.72395803,189.213114,4820585.251,-19.31205978,303.9084325,5297660.828,-17.17026606,329.8329974,5785465.24,-20.18961145,278.3535011,6194114.685,-20.89299684,256.4370175,-27.81256928,1084.095718,PCI_1000x_02.pacq,19
2939701.08,-26.88992933,51.40880197,3555059.433,-24.96844334,77.16689363,3999948.502,-22.95043427,124.9543873,4481554.031,-22.06610469,170.3587227,4981517.792,-19.95486317,260.6523166,5447626.114,-20.65263552,300.0817033,5936145.782,-19.64080609,290.1791064,3308773.041,-27.06372369,43.41976964,3811120.987,-23.45563794,73.56701932,4310131.073,-21.65118541,147.387918,4810333.252,-21.15609206,242.0035192,5276203.156,-17.29205763,335.8533917,5774259.567,-19.71012307,319.7944661,6209135.056,-18.76475225,208.9813268,-28.52556333,654.407282,PCI_1000x_02.pacq,20
3011226.654,-26.3377954,85.4906815,3494977.951,-23.41760376,125.6136579,4016399.384,-21.08326875,243.477567,4577398.3,-18.13543842,426.4162581,4963397.98,-16.21347262,620.7300933,5474328.995,-14.53359758,671.3214223,5969762.802,-15.91154448,625.4465832,3236770.63,-24.13847917,108.6585675,3736734.39,-20.4136256,167.5186594,4279375.076,-19.67255874,306.0455054,4734754.562,-16.78533439,496.3515331,5194425.583,-15.59814147,622.8021396,5688905.716,-16.79683348,558.8451514,6188631.058,-16.68131397,503.738816,-24.16251343,781.4848924,PCI_1000x_02.pacq,21
3003120.422,-21.30117052,166.1808735,3458738.327,-20.78032345,231.6740255,4015922.546,-15.84927902,470.7190852,4516124.725,-15.02978916,856.2105167,4973649.979,-14.71233094,1225.87478,5554914.474,-14.41106106,1236.542474,6051540.375,-13.86387995,1069.009262,3282785.416,-21.86004485,188.8961144,3812551.498,-19.81370793,308.6665783,4179954.529,-16.87213293,533.7077399,4684209.824,-14.36156417,872.7394579,5184173.584,-12.10058959,1103.888073,5685091.019,-14.2506715,1057.000771,6185293.198,-14.81817745,883.3288318,-23.04818615,2589.104985,PCI_1000x_02.pacq,22
3000020.981,-17.86416982,535.7033722,3536701.202,-17.07675393,890.0146641,3966569.901,-14.42494611,1742.572855,4551887.512,-12.23592997,2785.825122,4920005.798,-10.30960582,3818.198519,5419969.559,-9.348159245,4760.434924,5919933.319,-9.216778239,4685.029052,3241062.164,-16.94932249,672.1713421,3741025.925,-14.6885863,1298.548715,4260540.009,-13.22664205,2195.544337,4812240.601,-11.63018726,3187.933978,5319118.5,-10.47017306,3974.148801,5698204.041,-10.4554338,4557.584649,6286621.094,-11.3456892,3546.639677,-16.40287788,15117.65064,PCI_1000x_02.pacq,23
3062486.649,-16.45610438,972.0828111,3562450.409,-13.52711857,1640.401339,4062414.169,-12.20407689,3015.164722,4534721.375,-10.5178034,4971.853476,5034923.553,-9.173608042,7014.427884,5580186.844,-8.844544293,8915.954383,5932807.922,-9.229985184,7946.870828,3189086.914,-17.38690642,1232.921888,3738880.157,-13.94687759,2435.637486,4288434.982,-11.09586428,3886.358571,4788398.743,-9.663571797,5459.208833,5268096.924,-8.658390918,7573.875533,5699396.133,-8.772503246,9189.408479,6222486.496,-10.19722498,6505.449971,-14.13814786,20996.83268,PCI_1000x_02.pacq,24
3065347.672,-18.64401512,653.0278488,3566265.106,-16.4120834,1049.753678,3920555.115,-13.97446337,1961.683995,4432916.641,-10.58149126,3394.21446,4938125.61,-9.685389383,5171.889746,5473375.32,-8.632048014,6658.10147,6044387.817,-9.225220117,5237.938898,3225803.375,-18.20824561,776.8008251,3810882.568,-14.57820468,1554.314045,4282474.518,-12.11843484,2665.524674,4690408.707,-11.72773619,4107.437558,5226135.254,-10.26397423,5152.209338,5669832.23,-8.93524288,5623.571227,6169795.99,-10.00587146,4177.310095,-15.64087027,15239.12626,PCI_1000x_02.pacq,25
3071308.136,-15.74858991,1330.718347,3535747.528,-13.2224935,2252.80607,4035711.288,-9.718194252,3855.550228,4499197.006,-8.54263052,6626.327585,5005121.231,-6.969531122,9942.601363,5527734.756,-5.996557308,11931.38181,5983591.08,-7.050710186,9548.962483,3247499.466,-13.65817562,1792.712965,3765821.457,-11.48352175,3019.62759,4296302.795,-10.20451843,5020.656774,4823207.855,-7.504896944,7684.519671,5280971.527,-6.947731602,10893.62644,5747556.686,-6.907677997,10868.02771,6187677.383,-8.68021062,8042.623898,-12.89811932,25089.263,PCI_1000x_02.pacq,26
3010034.561,-15.60220666,1193.744173,3525495.529,-14.02840127,1908.125213,3988504.41,-11.00125944,3361.354302,4575252.533,-9.007685022,5895.098001,5018949.509,-6.778573503,9345.996665,5478858.948,-5.691173921,10508.77462,5924463.272,-6.876550486,8563.119519,3236532.211,-15.53717971,1456.008499,3736495.972,-11.85406728,2320.185896,4275321.96,-9.925284567,3965.967636,4752874.374,-7.306945514,6743.440474,5252838.135,-5.91839199,9560.46753,5809783.936,-6.90943178,9629.449347,6179809.57,-7.594868225,7575.567571,-13.00602027,37522.66228,PCI_1000x_02.pacq,27
3078222.275,-14.73070224,1905.323333,3571271.896,-11.8682254,3368.931149,4017114.639,-9.023856834,5626.766345,4440546.036,-8.331412954,9121.248083,5004167.557,-6.367878134,13302.53704,5476951.599,-5.582903873,15604.40476,5938768.387,-5.870730578,13607.64921,3263950.348,-13.95785674,2315.814424,3697395.325,-11.21683452,4049.117035,4325628.281,-9.28960275,7137.03102,4790544.51,-6.797751617,10998.33866,5290508.27,-5.677576103,14924.99341,5775213.242,-4.528212336,14820.3044,6209611.893,-5.95552102,11262.69427,-11.14438226,58734.29432,PCI_1000x_02.pacq,28
2957820.892,-13.86114662,1830.415401,3569126.129,-11.59624381,2966.054454,4072427.75,-8.38111234,5142.43092,4572391.51,-6.433189458,8082.763767,4947900.772,-6.076521509,12084.30335,5551338.196,-5.420199361,14242.18523,6050109.863,-6.425803801,12115.16995,3307342.529,-13.94593258,2143.039184,3680706.024,-10.09952311,3745.651151,4292964.935,-7.625758184,6284.442033,4815101.624,-6.907126357,10052.28929,5195856.094,-5.024059811,14714.79293,5728006.363,-5.556579344,14784.81446,6184577.942,-4.785610365,10912.49432,-11.49247047,34058.02852,PCI_1000x_02.pacq,29
3026008.606,-13.15657893,2716.179674,3441810.608,-10.73115785,4321.895939,3941774.368,-8.591879519,7282.339142,4466056.824,-7.014960153,11927.95821,4966259.003,-5.134370659,17669.31043,5536794.662,-2.843515014,21823.56467,6036520.004,-3.457704944,17947.38605,3197908.401,-13.12160625,3196.186097,3730535.507,-10.59844193,5363.275178,4215240.479,-7.304770461,9743.316153,4811286.926,-5.757233154,15761.78786,5311250.687,-4.572294239,21300.71537,5761384.964,-4.154108227,20569.06545,6261825.562,-4.503685508,15129.46228,-9.683450969,82761.29892,PCI_1000x_02.pacq,30
2967119.217,-13.18713353,2475.520793,3449678.421,-11.01245152,3900.325402,3968954.086,-8.204569523,6142.128204,4501819.611,-6.216320899,10187.94418,5076169.968,-4.873410298,15039.97181,5576133.728,-3.918157112,19118.16676,5939960.48,-5.246087804,15549.27989,3213167.191,-10.75206146,3052.56235,3809928.894,-9.572585342,4965.511461,4288911.819,-7.765995016,8140.256621,4783153.534,-5.777168326,12613.24648,5272388.458,-4.033849081,18541.38637,5762577.057,-3.98038663,18634.05316,6306886.673,-5.030698678,13221.26664,-10.90715468,54082.6788,PCI_1000x_02.pacq,31
2981424.332,-14.47352092,1836.727805,3500223.16,-11.09635944,3287.371249,4005193.71,-9.318714155,5525.356653,4526376.724,-6.227777389,9686.209646,5017042.16,-3.826801945,15132.43038,5493879.318,-3.527982087,17788.62412,5969047.546,-5.308327807,14103.53114,3228187.561,-11.80224684,2520.362858,3728151.321,-9.506670208,4191.765019,4247903.824,-8.377733868,7085.606344,4687547.684,-6.779474488,11291.86388,5203247.07,-5.597560324,16056.44384,5691289.902,-5.013136085,16683.40115,6222248.077,-5.867401664,13062.09702,-11.0347393,45764.33695,PCI_1000x_02.pacq,32
3046751.022,-48.077496,0.136397559,3499984.741,-46.95232054,0.252418058,3999948.502,-41.1725316,0.487302097,4499912.262,-35.64429013,0.843865998,4999876.022,-38.52392861,0.798592699,5500078.201,-41.12975906,0.716674565,6015300.751,-43.89520041,0.642582703,3230333.328,-54.98031495,0.149259109,3814935.684,-53.55569997,0.319104854,4283428.192,-50.96285527,0.518365166,4825830.46,-49.89598108,0.576729113,5210876.465,-51.13037339,0.575406881,5762577.057,-49.30541819,0.607305515,6213665.009,-49.41190796,0.601012695,-54.39969034,2.285289065,PCI_100x_01.pacq,1
3000020.981,-41.36209019,0.266177472,3499984.741,-35.37155099,0.494334951,3999948.502,-32.99427124,0.931697413,4499912.262,-29.52647316,1.983933916,4999876.022,-32.47358012,1.557971985,5500078.201,-38.68487429,0.823997579,6015300.751,-39.27878468,0.861030333,3265619.278,-55.58931054,0.162093144,3780364.99,-53.1848624,0.308618781,4240512.848,-50.14820538,0.509447269,4785776.138,-50.70679583,0.625618252,5203008.652,-50.22865001,0.622029955,5684375.763,-50.17740357,0.588920647,6293058.395,-50.46129229,0.603904013,-54.16125195,2.301656563,PCI_100x_01.pacq,2
3046989.441,-37.3601594,0.557343598,3499984.741,-29.67277983,2.13580444,3999948.502,-24.75329006,4.241504305,4499912.262,-29.63464123,2.673049012,5000114.441,-27.78236499,3.651843057,5500078.201,-23.83537189,8.383884411,6015300.751,-29.6001259,3.314461196,3265619.278,-49.37751555,0.177437629,3765583.038,-49.24648467,0.346183623,4265546.799,-43.8818006,0.554255162,4765748.978,-48.21110652,0.651699735,5301713.943,-45.95307585,0.685052902,5698204.041,-45.64359017,0.712889826,6218671.799,-40.9668596,0.718204003,-53.69350607,2.497452081,PCI_100x_01.pacq,3
3046751.022,-21.43707376,14.97794156,3499984.741,-17.72154557,31.88979208,3999948.502,-12.86576256,70.50731938,4499912.262,-11.85577579,98.97390143,4999876.022,-11.67921381,124.1832852,5499839.783,-12.17485834,137.383241,5984544.754,-13.74922008,123.2262435,3265857.697,-32.50857154,1.555163382,3765821.457,-32.77691409,2.230237513,4219055.176,-31.61442064,3.125236312,4719018.936,-30.55524173,3.673813849,5218982.697,-30.17228547,3.975737665,5718946.457,-31.08194252,4.039894749,6218910.217,-30.65940823,4.117146749,-45.70810216,11.44197404,PCI_100x_01.pacq,4
3046989.441,-13.39328919,88.75621956,3499984.741,-8.539068928,180.2252851,3999948.502,-0.786259082,888.9816711,4499912.262,0.310812165,1319.775509,5000114.441,-3.542654207,769.6163368,5500078.201,-7.687690072,447.7449441,6015300.751,-9.59080451,428.2854036,3218889.236,-25.47506072,9.262831592,3718852.997,-24.6381038,13.46983323,4218816.757,-27.5271528,17.08894835,4765510.559,-25.3587495,21.02722138,5265712.738,-23.12947641,23.48067681,5765676.498,-25.96503881,20.82153623,6218671.799,-26.50809584,16.7276237,-36.12816649,90.89730815,PCI_100x_01.pacq,5
3046751.022,-9.936018124,262.4554176,3546714.783,-9.91360008,376.7987675,3999948.502,-5.38947474,746.8948804,4499912.262,-2.54266375,1478.95012,4999876.022,-0.272023526,2624.590246,5499839.783,-1.831674219,2430.331351,5984544.754,-5.444824879,1526.711772,3218650.818,-28.60624134,24.86355891,3765821.457,-24.08266264,42.12623228,4265785.217,-22.53772419,68.60519393,4750251.77,-22.73546008,98.64985068,5250215.53,-20.32436524,122.2205003,5734682.083,-20.57727367,131.8184696,6218671.799,-19.98386381,118.037472,-32.18337459,323.1279186,PCI_100x_01.pacq,6
3045320.511,-15.99968034,275.2751388,3544330.597,-15.76460951,377.5271844,3999948.502,-10.74515331,754.7210486,4499912.262,-7.221609698,1572.022028,4999637.604,-6.384917583,2545.510669,5497694.016,-7.659891972,2757.55368,5981922.15,-8.987346893,2131.979228,3268480.301,-28.09944295,40.68051731,3768205.643,-27.5486654,57.51130117,4268169.403,-25.86957843,88.62334983,4721641.541,-24.93870788,125.4508771,5267858.505,-25.02612232,163.1392525,5696535.11,-24.37840788,165.369814,6221055.984,-24.43211553,157.2239857,-30.18989409,578.9493535,PCI_100x_01.pacq,7
3046751.022,-15.74753897,535.1378975,3499984.741,-10.38790883,920.3352363,3999948.502,-5.806875489,1772.76836,4500150.681,-4.753496112,3235.763113,4999399.185,-5.388845778,4999.342149,5480766.296,-5.157450495,6091.455682,5980730.057,-6.170782335,5041.768531,3275156.021,-26.96883764,91.04711324,3782510.757,-25.40837477,125.8961015,4268169.403,-23.71000951,178.6521913,4754543.304,-22.06968397,247.4343765,5328655.243,-22.24822754,335.3077096,5828619.003,-21.77508134,378.837925,6203889.847,-21.44053205,352.0114848,-26.30206681,1765.806277,PCI_100x_01.pacq,8
3025531.769,-14.26333321,1069.007367,3499984.741,-9.345122767,1679.037899,4000186.92,-7.763271799,3048.549994,4482507.706,-5.342933463,5519.664085,4984378.815,-2.991328485,8956.892142,5484580.994,-4.672163179,9811.588233,5985260.01,-5.073602083,8380.909841,3309488.297,-23.7569658,178.2770334,3766059.875,-21.55096318,274.60413,4268169.403,-20.16685183,387.8917572,4791975.021,-19.48190458,524.3041021,5241394.043,-17.04094948,747.3340231,5741357.803,-16.87092499,761.6482901,6207227.707,-18.36538818,699.8442766,-23.8011982,2887.35729,PCI_100x_01.pacq,9
3027439.117,-11.25707126,1324.422022,3500223.16,-8.063306548,1913.011383,4000186.92,-7.805109749,3653.989549,4480361.938,-4.86082824,7206.547235,4979610.443,-2.519229938,11804.96574,5479574.203,-2.733068173,12480.56513,5968093.872,-4.351178318,9785.661285,3305912.018,-21.96015139,268.401643,3782510.757,-19.72296448,383.7250996,4282474.518,-16.88407359,569.2462648,4713296.89,-17.26175094,886.2725168,5272626.877,-15.57238482,1183.583625,5759716.034,-15.66726036,1251.282847,6238460.541,-14.90982169,1202.643432,-22.05230301,4381.837988,PCI_100x_01.pacq,10
3020286.56,-11.72651024,1835.665759,3509759.903,-10.29054242,2822.177514,3995418.549,-7.365984235,5176.587199,4481077.194,-2.375024876,9163.243455,4981040.955,-1.408815453,14979.62155,5465745.926,-1.105272349,16219.44276,5965709.686,-2.607947315,14088.81569,3317832.947,-20.17937522,397.7956912,3771066.666,-18.55154391,577.5155911,4258871.078,-15.40376914,911.7279072,4751920.7,-13.37922502,1402.737019,5252122.879,-12.44294594,1804.610116,5697250.366,-13.2074497,2035.202962,6197214.127,-12.89161098,1990.993317,-19.19944785,6664.094034,PCI_100x_01.pacq,11
3033876.419,-10.90982515,1817.465844,3485679.626,-10.28435861,2855.054928,3986835.48,-5.439383975,5957.635835,4487037.659,-2.10952181,9495.003747,4975318.909,-1.233872606,15116.26616,5460262.299,-0.702548527,17824.68746,5962848.663,-2.063297206,14047.47545,3216028.214,-18.56094728,478.5602165,3794908.524,-16.13178674,794.9368017,4328489.304,-13.81796984,1260.303109,4800796.509,-10.70925353,2100.948635,5260229.111,-10.32660857,2771.211239,5760431.29,-10.53440244,2782.726644,6191968.918,-11.53370529,2692.89761,-18.4757251,10400.74074,PCI_100x_01.pacq,12
3046751.022,-10.50843295,2351.911151,3499507.904,-9.43712503,3266.452103,3999710.083,-4.239135082,5685.820884,4451751.709,-2.986729855,9676.262866,4999876.022,-1.61817308,14708.8441,5473852.158,-1.658690657,17541.04437,5959272.385,-1.353430461,14254.82813,3267049.789,-16.39648176,667.1062525,3817558.289,-14.77428793,999.5738768,4299879.074,-12.87059986,1842.485475,4706859.589,-10.23358014,3025.99714,5305290.222,-8.97706144,3875.061568,5710601.807,-8.483257611,3871.825917,6210803.986,-8.954506021,3878.047817,-16.1325984,16275.76818,PCI_100x_01.pacq,13
3003120.422,-11.71619853,1747.729479,3533363.342,-10.74502958,2404.832366,3974199.295,-7.464256297,4619.92479,4486322.403,-3.705586677,8005.180496,4920005.798,-5.447711803,10662.03033,5439281.464,-3.937353177,11894.99083,5921602.249,-2.574240887,12387.88206,3288745.88,-15.83786118,723.2628259,3735542.297,-12.93670035,1145.384023,4279613.495,-10.81776327,2190.161782,4752397.537,-7.200517535,3771.901955,5257606.506,-6.584143262,5479.273017,5796670.914,-6.110095328,5689.385774,6312608.719,-7.165375636,4886.760523,-14.69123935,31881.24206,PCI_100x_01.pacq,14
3010749.817,-11.93247536,1630.744933,3513813.019,-11.11280866,2271.337031,3998517.99,-8.26306548,4229.708332,4478454.59,-4.789161656,8056.817342,4956245.422,-3.287496947,12690.82145,5451679.23,-1.338862457,12793.52442,5951642.99,-1.670297711,9753.122133,3269910.812,-13.31150462,1137.216285,3766298.294,-11.39484969,1547.695464,4266262.054,-9.972129386,2859.629808,4704713.821,-7.464513775,4997.798947,5295991.898,-5.891669759,7232.526568,5717039.108,-6.45240359,6852.638591,6187438.965,-7.321274191,5883.627221,-14.06484346,32064.95344,PCI_100x_01.pacq,15
3017425.537,-12.76456463,1432.264645,3503322.601,-10.37162487,2323.680057,3968715.668,-8.326436396,4269.765952,4468679.428,-4.774479139,7386.837431,4999876.022,-4.604299209,10677.37537,5469322.205,-2.485819249,11850.34578,5969285.965,-4.816878141,10818.7028,3275632.858,-13.31655814,1190.972859,3729343.414,-11.03987003,1846.473648,4299879.074,-8.178351452,3438.310597,4725217.819,-5.879126476,6274.90141,5310535.431,-4.520994424,7763.670429,5712985.992,-5.759879722,7759.457739,6248474.121,-5.787024149,7075.990867,-14.03326994,39241.83568,PCI_100x_01.pacq,16
2965450.287,-13.19930606,1536.938352,3515243.53,-10.97365399,2463.614617,3998994.827,-7.248302503,4969.896874,4501819.611,-5.179680488,7902.69478,4976034.164,-3.611252779,11831.52476,5514860.153,-3.285781729,11859.80143,5967140.198,-4.684794603,10449.18337,3261327.744,-13.62843353,1179.304465,3767013.55,-10.87051253,2315.098181,4227399.826,-7.828309937,4045.670508,4724025.726,-5.821558674,6589.393567,5322694.778,-4.467413836,7906.0941,5822420.12,-5.025816882,8116.404453,6260156.631,-5.07255286,8134.459413,-13.52767276,29362.09799,PCI_100x_01.pacq,17
2923250.198,-13.39485564,1319.538423,3525972.366,-11.92731445,2359.968086,3984451.294,-7.803178401,4213.620859,4498720.169,-5.640014324,7465.827318,5025148.392,-3.42997905,10207.45212,5459785.461,-4.07288791,13048.91152,6022691.727,-4.7269697,10571.81664,3229856.491,-12.28823417,1514.07744,3805637.36,-10.1086904,2469.188592,4324913.025,-8.341355571,4208.123583,4684448.242,-5.105931559,7293.506127,5240440.369,-4.818793637,8935.103407,5782127.38,-3.368819851,9995.738235,6179094.315,-5.36572584,7562.945626,-13.02499511,24902.18921,PCI_100x_01.pacq,18
3049135.208,-11.96868354,2133.611089,3537416.458,-9.66208948,3154.028367,4035711.288,-8.744413177,5236.622305,4538774.49,-6.027587431,10335.14179,4997014.999,-3.565823202,13592.38909,5424737.93,-3.586962982,14186.94858,5993843.079,-4.287300591,12266.9352,3315687.18,-11.60422942,2081.166873,3780603.409,-10.47426556,3091.772059,4297256.47,-5.592297406,5606.944783,4760980.606,-4.539893965,10366.8097,5314826.965,-4.513699003,12926.65606,5718469.62,-4.137645088,13331.57971,6209373.474,-4.89695175,9651.317542,-11.63449089,51387.89024,PCI_100x_01.pacq,19
3065109.253,-9.553209356,2577.346238,3548622.131,-8.648239303,3682.764766,4079341.888,-7.206519662,6397.743117,4465341.568,-3.640183514,11792.13584,4956245.422,-3.259136983,18036.03226,5539894.104,-1.062959978,20627.59704,5964994.431,-0.534012021,18761.82965,3241300.583,-10.55595092,2871.936262,3774642.944,-9.600182757,3668.264415,4195928.574,-6.623227165,7303.971094,4780530.93,-4.244178961,12618.0745,5234956.741,-2.429443709,16565.5677,5712985.992,-2.733461981,17008.69647,6248950.958,-3.695227642,13970.54503,-10.74190593,57538.38668,PCI_100x_01.pacq,20
3020048.141,-10.03425058,3331.533538,3515958.786,-8.647310398,5218.628371,3999710.083,-5.792408802,9081.808742,4510402.679,-4.132286069,16651.95202,4952669.144,-2.261816071,23562.16367,5469322.205,-2.077301009,24792.09043,5952835.083,-1.840642853,23375.25948,3264904.022,-10.97417455,3546.094561,3754377.365,-8.741724253,5970.590611,4222393.036,-4.993069255,10826.2943,4805326.462,-1.094070331,19140.70372,5264997.482,-0.943148135,23878.7413,5764961.243,-2.001768492,22078.15529,6196975.708,-1.182490427,18836.81347,-9.033297426,59089.1366,PCI_100x_01.pacq,21
3050565.72,-9.556094129,4282.750194,3550529.48,-8.249899183,6409.222847,4055023.193,-5.792482098,13683.19683,4522085.19,-1.776989053,23439.66241,5025386.81,-1.218912618,31186.29797,5480766.296,-1.301098356,33597.47693,6014347.076,-0.856520407,32526.23043,3190994.263,-9.242989086,5161.983801,3763198.853,-5.994871885,8958.686482,4277467.728,-3.595654956,16365.43859,4739284.515,-2.837969592,23322.99601,5314588.547,-0.772035866,30773.6937,5703687.668,-1.429082171,35190.70988,6219148.636,-1.083405147,30510.83316,-7.70053136,107201.1924,PCI_100x_01.pacq,22
3043889.999,-9.797515459,4679.274815,3571271.896,-8.628899386,7229.232854,4004478.455,-5.275835189,13498.37889,4495382.309,-1.463382002,23687.02509,4955053.329,-1.576332992,34479.16828,5457878.113,-1.406609042,38794.27031,5935907.364,-0.900833978,37888.70145,3197669.983,-8.620172311,5797.262865,3675460.815,-6.432261065,9640.829755,4251480.103,-3.670757227,17678.66686,4712343.216,-1.654786131,29495.84429,5284309.387,-2.321810611,35670.78013,5689382.553,-1.329021163,35643.56741,6295204.163,-1.559709155,29955.64054,-7.193879587,122673.2237,PCI_100x_01.pacq,23
3078699.112,-7.796105693,6695.636605,3535509.109,-7.24923742,10122.39219,4049301.147,-2.28637637,18285.64935,4481554.031,-2.02905562,30904.22141,5020856.857,-0.364713422,44061.98131,5505561.829,-0.073049771,52373.04646,5984544.754,1.101758074,49387.86841,3277301.788,-7.491613344,7953.323801,3803491.592,-6.538646402,13219.29125,4219293.594,-2.79154544,22771.42421,4820823.669,-1.660466793,36737.90928,5293130.875,1.133564477,47193.60826,5807876.587,0.672180288,48220.88358,6230115.891,-0.464084577,41211.14174,-6.281402145,183666.2258,PCI_100x_01.pacq,24
3037929.535,-7.432177006,8738.193042,3533601.761,-6.564933326,12905.54341,4033565.521,-3.250707302,23425.52903,4563808.441,-0.786258059,40115.73246,4964113.235,0.533905263,58709.58211,5489587.784,1.749138441,62670.73947,5946636.2,0.28463194,56553.4753,3318071.365,-6.893898941,9043.161751,3670454.025,-5.119708095,16068.2403,4209041.595,-2.710926521,28178.77266,4693269.73,0.990675194,46297.18199,5308151.245,-0.524528546,56920.51402,5678176.88,1.116445799,59252.50563,6211996.078,-0.147324948,53237.26514,-4.731878545,167271.9794,PCI_100x_01.pacq,25
3055810.928,-6.296700038,11690.21442,3424167.633,-5.302393242,18184.16521,3999710.083,-2.375220086,29582.608,4453659.058,-0.049526864,52290.18489,5073308.945,3.400574736,80321.30701,5484342.575,2.121962113,90956.46966,5987405.777,1.78127767,75862.88278,3249883.652,-6.790524743,13561.83641,3764629.364,-4.10304035,21234.84889,4272460.938,-1.794897645,36358.40376,4786968.231,1.43798145,61302.298,5217790.604,2.321969934,79686.72213,5782842.636,1.810666226,80005.38161,6328105.927,1.565443304,67056.50717,-4.121996077,143615.2098,PCI_100x_01.pacq,26
3049612.045,-6.033749698,11322.72587,3499507.904,-4.173747364,16331.90923,3999710.083,-2.029653035,28972.61363,4450798.035,-0.741617471,50327.58495,5070447.922,1.567114975,74245.58432,5447626.114,0.95958606,82866.24205,5985498.428,1.96804793,71679.01559,3277301.788,-7.099261964,12457.6293,3829717.636,-4.204732267,19937.60186,4276514.053,-1.696198026,36420.52271,4714727.402,0.155233147,57936.0187,5180120.468,1.406534138,77859.64464,5827188.492,1.996844758,77926.45596,6285429.001,0.651790289,64679.83463,-4.06217855,147625.5492,PCI_100x_01.pacq,27
