Folder,File,f0_idx,H1_idx,H2_idx,H3_idx,f0_dB,H1_dB,H2_dB,H3_dB,U1_idx,U2_idx,U3_idx,U1_dB,U2_dB,U3_dB,U1_BB_dB,U2_BB_dB,U3_BB_dB,H1_exceeds,H2_exceeds,H3_exceeds,U1_exceeds,U2_exceeds,U3_exceeds,Unsafe_1s,Unsafe_2s,Unsafe_3s,Target_BB_std,Ambient_BB_std
100x_01,100x_36.mat,13108,26215,39323,52430,-40.6733481576489,-77.6892633577821,-85.5086413037726,-85.9209881320856,20017,32237,46191,-80.6559683471069,-86.6778353560612,-86.861488005131,-115.970159435841,-119.784644917965,-119.719285700161,1,1,1,1,0,0,0,0,0,9.52095624812354e-05,6.70951154260142e-05
100x_01,100x_38.mat,13108,26215,39323,52430,-39.9357355265826,-77.6059576105221,-84.8078339365706,-85.704422780148,19725,32081,45836,-79.2415301410619,-86.4673826976389,-86.7594731713202,-114.887495214167,-119.619422926351,-119.609282355464,1,1,1,1,0,0,0,0,0,0.000105406092941766,6.69357679016559e-05
100x_01,100x_40.mat,13108,26215,39323,52430,-39.5074636743823,-76.7633753378177,-84.5163534363129,-85.8437614538906,20638,32288,45313,-78.3941511612117,-86.5501653695234,-86.728203181261,-114.367705474085,-119.628435555408,-119.658302537717,1,1,1,1,0,0,0,0,0,0.000119012555426225,6.66231397946745e-05
100x_01,100x_42.mat,13108,26215,39323,52430,-39.3525977022623,-74.6136399988592,-83.7518431149265,-85.4631909998756,19689,32781,45343,-75.5454811667716,-86.5014732768278,-86.589626867586,-112.414041067494,-119.504129557376,-119.501374022056,1,1,1,1,0,0,1,0,0,0.000134149892437377,6.64700336521868e-05
100x_01,100x_44.mat,13108,26215,39323,52430,-38.9317852826097,-73.2272243379513,-82.7599830472028,-85.045112098404,19673,32660,45284,-74.2620746256189,-86.4392058362931,-86.7516033884858,-111.225095755717,-119.468220783731,-119.450050205343,1,1,1,1,0,0,1,0,0,0.000149477803243603,6.70250995162785e-05
100x_01,100x_46.mat,13108,26215,39323,52430,-38.7284657396523,-71.9070790358701,-82.4460550752547,-84.5879250549216,20350,33404,45978,-74.7480989317146,-86.4549304801271,-86.5469032355937,-111.676896835167,-119.441689739553,-119.317995410662,1,1,1,1,0,0,1,0,0,0.00015528528727052,6.74338921707741e-05
100x_01,100x_48.mat,13108,26215,39323,52430,-38.1696847679703,-70.6032568414412,-81.3634233399298,-84.2470462019929,19698,32965,46244,-72.6936443434669,-86.4450217400367,-86.4779233131009,-109.258680222128,-119.366405326064,-119.182335951127,1,1,1,1,0,0,1,0,0,0.000184340325224993,6.66888356272686e-05
100x_01,100x_50.mat,13108,26215,39323,52430,-37.8264548428405,-70.2652653457364,-80.378044734702,-83.87427275814,19689,32570,45436,-71.7338347249143,-86.3931178435787,-86.5365654611834,-108.904612536899,-119.298685777101,-119.117738126524,1,1,1,1,0,0,1,0,0,0.00018828014784654,6.64624925621266e-05
100x_01,100x_52.mat,13108,26215,39323,52430,-37.6370429999068,-69.9480972454304,-79.200616740539,-83.147486191385,19650,32609,45545,-70.2199711439512,-85.9250248713294,-86.2256107351949,-107.505955984745,-119.184279260222,-118.774530428658,1,1,1,1,0,0,1,1,0,0.000210892256109012,6.73646283206912e-05
100x_01,100x_54.mat,13108,26215,39323,52430,-37.4349207286366,-68.5652631430683,-78.487866938219,-82.4791997620615,19691,32662,45298,-70.098425590497,-85.9059874711247,-86.256671692892,-107.480845069659,-119.117469510361,-118.862077358078,1,1,1,1,0,0,1,1,0,0.000213777596791326,6.69162682645125e-05
100x_01,100x_56.mat,13108,26215,39323,52430,-37.03374402759,-69.0564670572429,-77.0315059711045,-82.8294377654618,19702,32645,45861,-69.0163679059748,-85.7821924330447,-86.0079167420751,-107.270530593619,-119.087895987231,-118.597559233486,1,1,1,1,0,0,1,1,0,0.000213948079948168,6.74002510471771e-05
100x_01,100x_58.mat,13108,26215,39323,52430,-36.8084065440158,-67.7614176236336,-75.869821282535,-82.1957673276033,19780,32656,45918,-69.1593988174179,-85.7759229856873,-85.9784583569801,-107.154177351418,-118.963074275723,-118.487160293103,1,1,1,1,0,0,1,1,0,0.00022969737822775,6.67885183839925e-05
100x_01,100x_60.mat,13108,26215,39323,52430,-36.6558858709933,-67.9343087387451,-74.692612825856,-82.1469558172094,19674,32007,45925,-68.5940592996029,-85.2743431165054,-86.0154346031001,-106.599998318148,-118.800593448074,-118.413855624581,1,1,1,1,0,0,1,1,0,0.000233556825307848,6.75483487843225e-05
100x_01,100x_62.mat,13108,26215,39323,52430,-36.5046167252027,-66.6642161810376,-73.5283434343509,-80.6292740531231,19700,32638,45614,-67.7931982820244,-85.360567733088,-85.7458667779173,-105.922223815246,-118.810032199288,-118.180375817444,1,1,1,1,0,0,1,1,0,0.000244238333311468,6.6932225357717e-05
100x_01,100x_64.mat,13108,26215,39323,52430,-36.2435604376892,-68.0411630135941,-72.3091040463081,-81.7196687460196,19734,32609,45626,-68.0415738393317,-85.4788850489766,-86.0205659954794,-106.7374154337,-118.756583294376,-118.229953193263,1,1,1,1,0,0,1,1,0,0.000238430348826425,6.79856691424273e-05
100x_02,100x_02_02.mat,13108,26215,39323,52430,-65.6901399192739,-86.594230653539,-86.7793650504141,-86.916007259384,20300,32523,45944,-86.6854551437384,-86.6736316711961,-86.8326325891735,-119.653826266627,-119.781532748278,-119.886972597299,1,1,1,0,0,0,0,0,0,6.70870694652583e-05,6.67342966648084e-05
100x_02,100x_02_04.mat,13108,26215,39323,52430,-59.6318065012384,-86.4017071410535,-86.649746448374,-86.8387390998235,19206,31863,45653,-86.4803350902675,-86.5762265283409,-86.8800748578676,-119.564273589828,-119.721242384354,-119.856219132027,1,1,1,0,0,0,0,0,0,6.73376317996801e-05,6.66370829356995e-05
100x_02,100x_02_06.mat,13108,26215,39323,52430,-56.1476294652717,-86.3083661209879,-86.6740324873934,-86.9921463895165,19071,33404,46461,-86.5016684768337,-86.6910794047208,-86.7873732473001,-119.546983573854,-119.760896117515,-119.789183238951,1,1,1,0,0,0,0,0,0,6.73750689971346e-05,6.6643245118445e-05
100x_02,100x_02_08.mat,13108,26215,39323,52430,-53.9172316366558,-86.1425104900016,-86.7762920450753,-86.8688899439509,20437,31922,45142,-86.5032726378528,-86.8172814335661,-86.9224567722041,-119.573922735554,-119.788143619592,-119.903906071698,1,1,1,0,0,0,0,0,0,6.69289478237079e-05,6.64546620340318e-05
100x_02,100x_02_10.mat,13108,26215,39323,52430,-52.2822396941579,-86.0885839886265,-86.6809063658747,-86.8454535070889,20011,33291,46791,-86.6123848739101,-86.702054688568,-86.8350072537288,-119.629138023542,-119.749636479006,-119.839290981598,1,1,1,0,0,0,0,0,0,6.64547142231293e-05,6.61395380879382e-05
100x_02,100x_02_12.mat,13108,26215,39323,52430,-50.6438654159071,-86.0997840010393,-86.7548435038845,-86.8921739577358,19206,31772,46849,-86.3411408549513,-86.785934389757,-86.8415504586593,-119.572637219371,-119.808923058626,-119.89893902197,1,1,1,0,0,0,0,0,0,6.71719755014727e-05,6.62310290302752e-05
100x_02,100x_02_14.mat,13108,26215,39323,52430,-49.2550898615502,-85.9393047911167,-86.7095231964063,-86.933553634928,18846,31805,46299,-86.0741472317532,-86.7313250199985,-86.8657150015562,-119.61179417981,-119.811344332703,-119.845564622429,1,1,1,0,0,0,0,0,0,6.63697678630136e-05,6.58694634070371e-05
100x_02,100x_02_16.mat,13108,26215,39323,52430,-48.1680929911958,-85.5887298470756,-86.7224322833793,-86.9207883263451,20178,33302,45395,-86.4810791275987,-86.7631429340594,-86.8682775567737,-119.632640820097,-119.808593235214,-119.883759666877,1,1,1,0,0,0,0,0,0,6.68636190318729e-05,6.64413772522635e-05
100x_02,100x_02_18.mat,13108,26215,39323,52430,-46.988328574479,-85.3410008527737,-86.7366887931362,-86.7484236138432,20590,33404,46481,-86.4214269313553,-86.7751377043647,-86.8873663456705,-119.591257550056,-119.762057164981,-119.88272924437,1,1,1,0,0,0,0,0,0,6.64689483370167e-05,6.58812815967015e-05
100x_02,100x_02_20.mat,13108,26215,39323,52430,-45.9950767523083,-84.5918140336305,-86.6637154120155,-86.7437277934976,18758,32037,46236,-85.5830692100363,-86.5980237308042,-86.8644958930197,-119.451443937414,-119.774940419379,-119.839291889113,1,1,1,0,0,0,0,0,0,6.7284822353643e-05,6.63388137940106e-05
100x_02,100x_02_22.mat,13108,26215,39323,52430,-45.258555092518,-82.8240314044812,-86.6126112050453,-86.4284391717562,18692,33715,46226,-85.2711852733416,-86.7833633947836,-86.8147080290023,-119.251933484927,-119.745002961115,-119.815640321956,1,1,1,0,0,0,0,0,0,6.78028614504913e-05,6.59217125951575e-05
100x_02,100x_02_24.mat,13108,26215,39323,52430,-44.3395485964509,-82.3693577402068,-86.5061354813261,-86.5127139291553,18868,32130,45236,-85.2861231954451,-86.6184605615339,-86.8234276368498,-119.153946196283,-119.703681474632,-119.768549148207,1,1,1,0,0,0,0,0,0,6.81115982956877e-05,6.65708030280694e-05
100x_02,100x_02_26.mat,13108,26215,39323,52430,-43.3943023061486,-81.8123084038824,-86.4819867255189,-86.6316332847194,19590,32222,46284,-85.7459562139734,-86.5627721377522,-86.7902662089593,-118.90208530751,-119.664676020926,-119.852085802854,1,1,1,0,0,0,0,0,0,6.8877532627871e-05,6.67311585272226e-05
100x_02,100x_02_28.mat,13108,26215,39323,52430,-42.9307626604703,-79.7946057502294,-86.4212403808233,-86.2100616273489,19700,32683,45714,-85.7391372029335,-86.6244893510664,-86.8272521864844,-118.602906079355,-119.687490708277,-119.846657169447,1,1,1,0,0,0,0,0,0,6.89672448129564e-05,6.62909180066901e-05
100x_02,100x_02_30.mat,13108,26215,39323,52430,-42.3236855965212,-80.4939193376832,-86.20600801903,-86.4201009467737,19092,32337,46125,-84.4683541657897,-86.7017270837759,-86.9027540681072,-118.636033042268,-119.72015665129,-119.835968480172,1,1,1,0,0,0,0,0,0,6.99335049568624e-05,6.71255024191798e-05
100x_02,100x_02_32.mat,13108,26215,39323,52430,-41.8735337170734,-80.0691040318522,-86.1302744927613,-86.4488978063788,19709,32665,46225,-85.0725864495471,-86.5302375176784,-86.7198673315983,-118.478177882543,-119.712567195419,-119.815335258589,1,1,1,1,0,0,0,0,0,7.11064518949425e-05,6.66933267731518e-05
100x_02,100x_02_34.mat,13108,26215,39323,52430,-41.2595870933348,-80.2882463954657,-85.9644285640727,-86.5187338682265,20021,32988,44979,-83.7310119308677,-86.5626834235089,-86.8354553527074,-118.04534301082,-119.612245902678,-119.865011089445,1,1,1,1,0,0,0,0,0,7.52296377091712e-05,6.65365526188567e-05
100x_02,100x_02_36.mat,13108,26215,39323,52430,-40.8697368550485,-79.6635300629778,-85.6380962440404,-86.499364125155,19409,32363,46539,-83.4229811022021,-86.7110997459707,-86.847167443612,-117.69657935091,-119.744492377126,-119.7899723138,1,1,1,1,0,0,0,0,0,7.74625230965039e-05,6.70951154260142e-05
100x_02,100x_02_38.mat,13108,26215,39323,52430,-40.3263198113477,-79.3539366001337,-85.2608565882764,-86.4974983627112,19687,32312,46511,-82.8100367077369,-86.665190848434,-86.8630270454276,-117.384654822238,-119.690689219783,-119.75408139193,1,1,1,1,0,0,0,0,0,8.26121692605608e-05,6.69357679016559e-05
100x_02,100x_02_40.mat,13108,26215,39323,52430,-39.9040940569679,-78.0879907654811,-84.8845888128779,-86.3873991095858,20320,32236,46290,-81.4022695516562,-86.6246037175837,-86.7423620766813,-116.934123836498,-119.606993061257,-119.679618218314,1,1,1,1,0,0,0,0,0,8.54943896224906e-05,6.66231397946745e-05
100x_02,100x_02_42.mat,13108,26215,39323,52430,-39.5391137138421,-77.6331962086068,-84.2357104027747,-86.230652592787,19071,32573,45971,-80.1428972939918,-86.35044514501,-86.701866064609,-115.606729411756,-119.474160942095,-119.554751654074,1,1,1,1,0,0,0,0,0,9.44234351175151e-05,6.64700336521868e-05
100x_02,100x_02_44.mat,13108,26215,39323,52430,-39.0332512718182,-77.0367665037286,-83.5725862293101,-86.3806484713416,19105,31970,46121,-79.0212503004499,-86.5757986940253,-86.7727194031013,-114.583954369208,-119.573150185184,-119.730629234699,1,1,1,1,0,0,0,0,0,0.00010504073636304,6.70250995162785e-05
100x_02,100x_02_46.mat,13108,26215,39323,52430,-38.721200600412,-75.1326210414849,-82.8378255542744,-86.0794837914259,19718,32673,45736,-76.8793909444584,-86.5914446567704,-86.7669193192691,-113.576340315408,-119.582231424637,-119.723335581758,1,1,1,1,0,0,0,0,0,0.000120772220076663,6.74338921707741e-05
100x_02,100x_02_48.mat,13108,26215,39323,52430,-38.4705967744783,-74.191491644092,-81.9552491807017,-85.8278799780906,19105,32272,46020,-76.6731176583885,-86.4018730614468,-86.7437382726384,-112.449912107542,-119.449153789444,-119.600871977997,1,1,1,1,0,0,0,0,0,0.000126726509541868,6.66888356272686e-05
100x_02,100x_02_50.mat,13108,26215,39323,52430,-38.1258851153047,-73.4313480951626,-81.1289986104347,-85.5489504389916,19695,33695,44991,-74.377586532339,-86.504011992645,-86.6623240936391,-111.491551826786,-119.454494364427,-119.565933267965,1,1,1,1,0,0,1,0,0,0.000142639625573553,6.64624925621266e-05
100x_02,100x_02_52.mat,13108,26215,39323,52430,-37.9819445790099,-71.4038710894397,-80.2291722598455,-84.5615553591609,19700,33064,45909,-73.8065698150523,-86.610631207428,-86.6530725048324,-111.576253715547,-119.493139678343,-119.523340414854,1,1,1,1,0,0,1,0,0,0.000141868225783436,6.73646283206912e-05
100x_02,100x_02_54.mat,13108,26215,39323,52430,-37.7377433774665,-71.6787504606035,-79.1982345196389,-84.7209687535112,19702,32002,45641,-72.9320184496435,-86.3243277016173,-86.6193526136859,-111.167768059439,-119.436861169594,-119.551308121771,1,1,1,1,0,0,1,0,0,0.000148067423622817,6.69162682645125e-05
100x_02,100x_02_56.mat,13108,26215,39323,52430,-37.3856756829175,-71.5958989516115,-77.8701361398267,-84.648281312037,19697,33604,45008,-72.3118364831806,-86.464295772724,-86.6561220292298,-110.384648749855,-119.337664553766,-119.410351063981,1,1,1,1,0,0,1,0,0,0.000156246845290559,6.74002510471771e-05
100x_02,100x_02_58.mat,13108,26215,39323,52430,-37.159416965321,-70.8860128124018,-76.5726330657096,-84.1736726401983,19714,32022,45901,-72.5219861156366,-86.3526897046938,-86.5538521028766,-110.291502007667,-119.320076490389,-119.412989374779,1,1,1,1,0,0,1,0,0,0.000160064456802902,6.67885183839925e-05
100x_02,100x_02_60.mat,13108,26215,39323,52430,-36.9162884239366,-69.9072210042408,-75.3004381288615,-83.7876679531536,19675,32331,46865,-71.7669875752799,-86.3851222807098,-86.5457364493136,-109.569778523571,-119.146263136494,-119.210878352256,1,1,1,1,0,0,1,0,0,0.000167864677982119,6.75483487843225e-05
100x_02,100x_02_62.mat,13108,26215,39323,52430,-36.610650274036,-69.7709291300451,-74.0330481595899,-83.531410440249,19651,32666,46103,-71.754752004431,-86.2639721871799,-86.4602522858227,-109.483060816531,-119.220366774877,-119.329366151669,1,1,1,1,0,0,1,0,0,0.000167986402680763,6.6932225357717e-05
100x_02,100x_02_64.mat,13108,26215,39323,52430,-36.500284428018,-69.6581838023553,-72.8433456318262,-83.6047481495261,19711,32991,45925,-70.9969313007113,-86.262882652231,-86.3886626644953,-109.524525070567,-119.174726366876,-119.218909933962,1,1,1,1,0,0,1,0,0,0.000166435517939548,6.79856691424273e-05
1000x_01,1000x_01_02.mat,13108,26215,39323,52430,-65.9070385080768,-86.7232257807427,-86.7693999307238,-86.9210844702279,19736,32344,45076,-86.5479692905054,-86.7562922008887,-86.8610255100086,-119.650824660548,-119.818915687616,-119.903172463313,1,1,1,0,0,0,0,0,0,6.64647876664731e-05,6.67342966648084e-05
1000x_01,1000x_01_04.mat,13108,26215,39323,52430,-59.5944780700591,-86.7542666266594,-86.8041325590601,-86.954666559389,18927,32580,45683,-86.5393047274134,-86.909635946362,-86.8687511411269,-119.704815446661,-119.836735718257,-119.958876631115,1,1,1,0,0,0,0,0,0,6.59320864132654e-05,6.66370829356995e-05
1000x_01,1000x_01_06.mat,13108,26215,39323,52430,-56.1680381807899,-86.6956456148257,-86.9330791184126,-86.8609478081708,18777,32782,45511,-86.3991189299696,-86.8131508291829,-86.9612513827519,-119.68947476164,-119.865153504994,-119.905442768071,1,1,1,0,0,0,0,0,0,6.59933906722842e-05,6.6643245118445e-05
1000x_01,1000x_01_08.mat,13108,26215,39323,52430,-53.6994786426379,-86.6285441088277,-86.8162921948694,-86.8827842094054,19993,31848,45410,-86.5396942050203,-86.817937189014,-86.8406768092824,-119.611534535785,-119.780080001499,-119.896066149543,1,1,1,0,0,0,0,0,0,6.67811187818903e-05,6.64546620340318e-05
1000x_01,1000x_01_10.mat,13108,26215,39323,52430,-51.8527040496509,-86.5193979774446,-86.7195456297667,-86.9359031840511,19377,32488,46336,-86.4566198180063,-86.7811376550972,-86.9325670604584,-119.642314880429,-119.799412845799,-119.900773558846,1,1,1,0,0,0,0,0,0,6.63498863411731e-05,6.61395380879382e-05
1000x_01,1000x_01_12.mat,13108,26215,39323,52430,-50.0073091999114,-86.2277803510991,-86.8108301884435,-86.917380328731,19174,33410,45496,-86.297521845547,-86.7327690729958,-86.7880470560219,-119.635938598872,-119.820764165245,-119.8969590336,1,1,1,0,0,0,0,0,0,6.63534179120485e-05,6.62310290302752e-05
1000x_01,1000x_01_14.mat,13108,26215,39323,52430,-48.6887063382271,-85.9419117021886,-86.7626546429299,-86.8306942812467,20463,33127,45236,-86.5770121699499,-86.7318302476214,-86.8360002996423,-119.657278548072,-119.737693127708,-119.841806433228,1,1,1,0,0,0,0,0,0,6.65449841054869e-05,6.58694634070371e-05
1000x_01,1000x_01_16.mat,13108,26215,39323,52430,-47.5916487239271,-85.7576679582626,-86.6763004408199,-86.7507293914628,19770,32404,46382,-86.378939828976,-86.7001877624034,-86.8327688472421,-119.585684592744,-119.713164396326,-119.871732074571,1,1,1,0,0,0,0,0,0,6.66611685265478e-05,6.64413772522635e-05
1000x_01,1000x_01_18.mat,13108,26215,39323,52430,-46.7273821745357,-85.3674081159002,-86.7969918235638,-86.787907591129,19749,33400,45876,-86.2913584835257,-86.6841588587512,-86.8360877953586,-119.502444618252,-119.824241000452,-119.91965068933,1,1,1,0,0,0,0,0,0,6.69516821517288e-05,6.58812815967015e-05
1000x_01,1000x_01_20.mat,13108,26215,39323,52430,-45.8333708762808,-84.6514653742953,-86.707720834977,-86.8219382831005,19715,33293,45290,-86.3739066362607,-86.729685252592,-86.8766328786175,-119.485089874749,-119.746685205008,-119.924470741097,1,1,1,0,0,0,0,0,0,6.6790944591756e-05,6.63388137940106e-05
1000x_01,1000x_01_22.mat,13108,26215,39323,52430,-44.8946767764355,-83.9170005999178,-86.7853943085466,-86.7640578840795,19906,33683,46601,-86.2890694794056,-86.8350133025245,-86.7996138222426,-119.349883108514,-119.783066606172,-119.869344986415,1,1,1,0,0,0,0,0,0,6.71744609915762e-05,6.59217125951575e-05
1000x_01,1000x_01_24.mat,13108,26215,39323,52430,-44.1057126638934,-82.7899629039325,-86.6549121402118,-86.5391069591874,19399,33404,46272,-85.8530873638028,-86.7439510502274,-86.7423862167121,-119.156074565956,-119.737749866059,-119.797629160039,1,1,1,0,0,0,0,0,0,6.75693200625208e-05,6.65708030280694e-05
1000x_01,1000x_01_26.mat,13108,26215,39323,52430,-43.3805766497624,-82.2670911536538,-86.7090806718026,-86.6002175027891,19364,32553,46698,-85.8094075480617,-86.7116256912036,-86.8655481855597,-119.116552344047,-119.766480010165,-119.769964995882,1,1,1,0,0,0,0,0,0,6.78782511093559e-05,6.67311585272226e-05
1000x_01,1000x_01_28.mat,13108,26215,39323,52430,-42.791938221667,-81.7332645346417,-86.5797138974621,-86.6608527596771,19073,32857,45431,-85.0196373323745,-86.7049428312219,-86.8253497043296,-119.033489652522,-119.721771882545,-119.89859309133,1,1,1,0,0,0,0,0,0,6.75632037559615e-05,6.62909180066901e-05
1000x_01,1000x_01_30.mat,13108,26215,39323,52430,-42.2947303180681,-81.0987000405303,-86.436578631852,-86.6047972334026,19417,33575,45833,-85.318875141569,-86.7983905180052,-86.8935178176011,-118.905354268313,-119.775688007305,-119.88013639341,1,1,1,0,0,0,0,0,0,6.90807799959312e-05,6.71255024191798e-05
1000x_01,1000x_01_32.mat,13108,26215,39323,52430,-41.640738284435,-80.9824632255627,-86.3214821492699,-86.5613214721979,20313,32260,45570,-85.5033432362042,-86.6973636335323,-86.8685509164901,-118.773254040692,-119.746120683583,-119.85182094497,1,1,1,1,0,0,0,0,0,7.02187539607141e-05,6.66933267731518e-05
1000x_01,1000x_01_34.mat,13108,26215,39323,52430,-40.9508974743698,-80.3861542112676,-86.106278773885,-86.6268189438631,19739,32396,45551,-84.9388829095884,-86.7032886176807,-86.84036886065,-118.641009094442,-119.768457631838,-119.894348484761,1,1,1,1,0,0,0,0,0,7.03935929443428e-05,6.65365526188567e-05
1000x_01,1000x_01_36.mat,13108,26215,39323,52430,-40.3952086252934,-80.2281285604384,-85.8372110071373,-86.607968473588,19752,32080,45284,-84.6269648915363,-86.7288928445539,-86.8393738839255,-118.560134349979,-119.723539257474,-119.751615337621,1,1,1,1,0,0,0,0,0,7.21668311162791e-05,6.70951154260142e-05
1000x_01,1000x_01_38.mat,13108,26215,39323,52430,-40.0724501246986,-79.7023685771899,-85.3979157843476,-86.5239508325731,19725,33404,45288,-84.0826035816999,-86.6084153878788,-86.87070369797,-118.214666630109,-119.686260498295,-119.80483087609,1,1,1,1,0,0,0,0,0,7.74886346481055e-05,6.69357679016559e-05
1000x_01,1000x_01_40.mat,13108,26215,39323,52430,-39.7526911373606,-78.9364740403719,-85.1119928319966,-86.558733761944,19419,32602,44915,-83.1373116768706,-86.6255564456507,-86.830117465769,-117.934451735123,-119.650677806336,-119.809249302052,1,1,1,1,0,0,0,0,0,7.63654051990752e-05,6.66231397946745e-05
1000x_01,1000x_01_42.mat,13108,26215,39323,52430,-39.2150582452134,-78.9233964602558,-84.4293013516786,-86.6118407549357,19728,33398,46843,-81.8760129935328,-86.6922462837021,-86.692327328608,-117.400915587809,-119.650532260463,-119.731822942792,1,1,1,1,0,0,0,0,0,8.11505803860079e-05,6.64700336521868e-05
1000x_01,1000x_01_44.mat,13108,26215,39323,52430,-38.9054834211459,-77.224723206906,-83.822349373909,-86.2128705617903,19710,32952,45077,-81.0538348940499,-86.668103376014,-86.7970499397585,-116.749212668964,-119.561072322406,-119.731354626647,1,1,1,1,0,0,0,0,0,8.65078136814714e-05,6.70250995162785e-05
1000x_01,1000x_01_46.mat,13108,26215,39323,52430,-38.5047939870978,-76.3338677116418,-83.1182548248687,-86.1962313069917,19770,32978,46221,-81.0652732549467,-86.6697048225868,-86.7589418571289,-116.193341992473,-119.6334062841,-119.810106483742,1,1,1,1,0,0,0,0,0,9.33867583849145e-05,6.74338921707741e-05
1000x_01,1000x_01_48.mat,13108,26215,39323,52430,-38.1262332170784,-75.5337749205837,-82.2703875384554,-85.9332045122381,19692,32237,45069,-79.3498285875271,-86.6231849879366,-86.7772598163683,-115.648617240704,-119.624903754846,-119.77806576305,1,1,1,1,0,0,0,0,0,9.60520801266483e-05,6.66888356272686e-05
1000x_01,1000x_01_50.mat,13108,26215,39323,52430,-37.832770021472,-73.9305541517024,-81.3031537697742,-85.2517776160242,19683,33755,45023,-77.3278424371231,-86.6208573430876,-86.7999179713463,-113.976464323902,-119.517611587578,-119.717106659754,1,1,1,1,0,0,0,0,0,0.000114106762805456,6.64624925621266e-05
1000x_01,1000x_01_52.mat,13108,26215,39323,52430,-37.5783161309793,-73.6298510313073,-80.3679938968934,-84.7248244906008,19694,32026,46454,-76.6044866787824,-86.66410368325,-86.7504742996447,-113.621338153168,-119.575094201146,-119.719988892433,1,1,1,1,0,0,0,0,0,0.000113324300252519,6.73646283206912e-05
1000x_01,1000x_01_54.mat,13108,26215,39323,52430,-37.3456930302557,-72.5480508523442,-79.0668010514806,-84.305027108422,19707,33404,46008,-76.6291945172928,-86.6884726170405,-86.6640620811002,-113.703271166088,-119.464259915032,-119.719565992285,1,1,1,1,0,0,0,0,0,0.000116138230406038,6.69162682645125e-05
1000x_01,1000x_01_56.mat,13108,26215,39323,52430,-37.0909008428044,-71.0775825466019,-77.926781440145,-83.6483987859423,20341,33221,45284,-74.668921912037,-86.5513908817946,-86.6566422511836,-113.22991444454,-119.405729660279,-119.645596147995,1,1,1,1,0,0,0,0,0,0.000129457428889538,6.74002510471771e-05
1000x_01,1000x_01_58.mat,13108,26215,39323,52430,-36.8506044776495,-71.2367400915997,-76.7090208282184,-83.2167408883138,20354,32847,45971,-75.0058488251775,-86.5315320468222,-86.7012009823362,-113.038774479691,-119.417959474558,-119.578992110708,1,1,1,1,0,0,0,0,0,0.000132008817521123,6.67885183839925e-05
1000x_01,1000x_01_60.mat,13108,26215,39323,52430,-36.5441715518197,-71.2992566668957,-75.3045995011262,-83.6730657701064,19677,32852,45638,-73.7763143684883,-86.6282379740061,-86.6090107562181,-111.581649736705,-119.336797502088,-119.568036039991,1,1,1,1,0,0,1,0,0,0.000136066648205585,6.75483487843225e-05
1000x_01,1000x_01_62.mat,13108,26215,39323,52430,-36.219541401817,-71.5081583895023,-74.0454263036127,-83.6307929373608,19706,32322,46381,-73.918938010647,-86.5794747969679,-86.6464951120135,-112.255294711228,-119.417103418474,-119.559969306787,1,1,1,1,0,0,0,0,0,0.000130136455563865,6.6932225357717e-05
1000x_01,1000x_01_64.mat,13108,26215,39323,52430,-36.0032065519616,-71.9220514400786,-72.8755702157774,-83.478041833928,19725,32980,45365,-73.9529881990439,-86.5248709010156,-86.629440897471,-112.249310084813,-119.265769777291,-119.505970214191,1,1,1,1,0,0,0,0,0,0.000126914296375164,6.79856691424273e-05
1000x_02,10000x_02_02.mat,13108,26215,39323,52430,-66.1182812455198,-86.6573063503498,-86.8514949465606,-86.856388770411,20090,33206,45754,-86.4626316327509,-86.8160874251255,-86.8348123009017,-119.57939342022,-119.758581188987,-119.865693083188,1,1,1,0,0,0,0,0,0,6.73660119855617e-05,6.67342966648084e-05
1000x_02,10000x_02_04.mat,13108,26215,39323,52430,-59.8504816697303,-86.6378658129075,-86.7389874369748,-86.9416388491587,19018,31786,45682,-86.4830494051316,-86.8184549118419,-86.8185049724691,-119.669403480463,-119.810573002282,-119.937309585074,1,1,1,0,0,0,0,0,0,6.64323082135243e-05,6.66370829356995e-05
1000x_02,10000x_02_06.mat,13108,26215,39323,52430,-56.252447472169,-86.6195965764779,-86.6675155210263,-86.9205581643572,18832,32387,44927,-86.256935617514,-86.5276027986311,-86.8367920138989,-119.548319229323,-119.721141261516,-119.798512370521,1,1,1,0,0,0,0,0,0,6.67455547588577e-05,6.6643245118445e-05
1000x_02,10000x_02_08.mat,13108,26215,39323,52430,-53.7505682082207,-86.5556327250432,-86.7242257938867,-86.8252851729306,19371,32762,46220,-86.4424394746598,-86.724974253693,-86.8179098445824,-119.627053861987,-119.770474117328,-119.841859553923,1,1,1,0,0,0,0,0,0,6.69611425990497e-05,6.64546620340318e-05
1000x_02,10000x_02_10.mat,13108,26215,39323,52430,-51.798996812816,-86.5207321271512,-86.6747440945254,-86.952580281825,20121,32988,45804,-86.450847998068,-86.8073367559376,-86.8350654155749,-119.596885300429,-119.771698486112,-119.887803962046,1,1,1,0,0,0,0,0,0,6.66731685662271e-05,6.61395380879382e-05
1000x_02,10000x_02_12.mat,13108,26215,39323,52430,-50.0826150550312,-86.1600722994928,-86.7364117822363,-86.8117029445197,19936,33383,44957,-86.4617989478752,-86.7138482076896,-86.9350746265089,-119.651369976299,-119.79461411379,-119.836301296124,1,1,1,0,0,0,0,0,0,6.63485699944048e-05,6.62310290302752e-05
