Folder,File,f0_idx,H1_idx,H2_idx,H3_idx,f0_dB,H1_dB,H2_dB,H3_dB,U1_idx,U2_idx,U3_idx,U1_dB,U2_dB,U3_dB,U1_BB_dB,U2_BB_dB,U3_BB_dB,H1_exceeds,H2_exceeds,H3_exceeds,U1_exceeds,U2_exceeds,U3_exceeds,Unsafe_1s,Unsafe_2s,Unsafe_3s,Target_BB_std,Ambient_BB_std
1m_x_02,1m_x_02_08.mat,13108,26215,39323,52430,-53.5326030784591,-86.6000623422812,-86.7742250056171,-86.7998025860224,20310,33695,45260,-86.5861117605629,-86.7512355124284,-86.8620067323459,-119.67372680522,-119.802043860527,-119.914685001565,1,1,1,0,0,0,0,0,0,6.60335420774809e-05,6.64546620340318e-05
1m_x_02,1m_x_02_10.mat,13108,26215,39323,52430,-51.5765918748577,-86.5147098517024,-86.8496602496817,-86.9812945484434,18957,33363,45474,-86.3445254409761,-86.8084844268426,-86.952028157422,-119.669118553291,-119.830865172349,-119.986319942698,1,1,1,0,0,0,0,0,0,6.61299920712649e-05,6.61395380879382e-05
1m_x_02,1m_x_02_12.mat,13108,26215,39323,52430,-49.9287457562803,-86.0875622508875,-86.7094870333577,-87.0027777949409,19020,32900,45050,-86.2229333769221,-86.7102609883352,-86.9213516814782,-119.675583099419,-119.830890533583,-119.965989377177,1,1,1,0,0,0,0,0,0,6.60949833229735e-05,6.62310290302752e-05
1m_x_02,1m_x_02_14.mat,13108,26215,39323,52430,-48.5070360397626,-85.6976063138398,-86.7397666675802,-86.8950479664125,19771,32680,46555,-86.4125604763293,-86.9186523223753,-86.9086642546571,-119.653849310434,-119.849379279366,-119.911102276169,1,1,1,0,0,0,0,0,0,6.65850770695885e-05,6.58694634070371e-05
1m_x_02,1m_x_02_16.mat,13108,26215,39323,52430,-47.4503365965188,-85.451073978495,-86.8054984326706,-86.8052354824746,19978,33687,45076,-86.4047751664696,-86.7965965618241,-86.8834748681991,-119.564124096578,-119.760334647372,-119.821269787718,1,1,1,0,0,0,0,0,0,6.71088168651257e-05,6.64413772522635e-05
1m_x_02,1m_x_02_18.mat,13108,26215,39323,52430,-46.4090542120131,-85.1734391613242,-86.6863853452718,-86.9527251364733,19487,32077,45921,-86.3110744150553,-86.7459257772238,-86.8963417495052,-119.600876273183,-119.797848934563,-119.952914677199,1,1,1,0,0,0,0,0,0,6.67026120028977e-05,6.58812815967015e-05
1m_x_02,1m_x_02_20.mat,13108,26215,39323,52430,-45.6224973415721,-84.6594098189396,-86.7799310290633,-86.9539262297578,19276,33303,46103,-86.0692150779121,-86.8004289344047,-86.917817564167,-119.656083836046,-119.838657128824,-119.970142345191,1,1,1,0,0,0,0,0,0,6.58753738116327e-05,6.63388137940106e-05
1m_x_02,1m_x_02_22.mat,13108,26215,39323,52430,-44.8550648891239,-83.9139527129998,-86.6578240340509,-86.8650295037208,19462,31874,46326,-86.2784291705595,-86.6514102732732,-86.8757977029712,-119.572513041249,-119.725221162183,-119.885238346888,1,1,1,0,0,0,0,0,0,6.68135874780676e-05,6.59217125951575e-05
1m_x_02,1m_x_02_24.mat,13108,26215,39323,52430,-44.1048526942621,-83.2523669421723,-86.7630651332955,-86.9210232465193,19988,32990,45694,-86.3054992891178,-86.7053619023581,-86.9633308082819,-119.647155662397,-119.820746544075,-119.947156728084,1,1,1,0,0,0,0,0,0,6.62567378855031e-05,6.65708030280694e-05
1m_x_02,1m_x_02_26.mat,13108,26215,39323,52430,-43.4231578629437,-82.5651874715185,-86.666763916816,-86.8959453636228,19949,33613,45871,-86.323982711934,-86.8174005280806,-86.8658429294001,-119.640111264024,-119.787367431091,-119.845935439523,1,1,1,0,0,0,0,0,0,6.66085056060235e-05,6.67311585272226e-05
1m_x_02,1m_x_02_28.mat,13108,26215,39323,52430,-42.7487581067647,-81.9831034056357,-86.5755269359189,-86.9855531277598,18845,33404,46370,-84.9854696633639,-86.7841069411796,-86.8474940732974,-119.591209550639,-119.817970973082,-119.964279798368,1,1,1,0,0,0,0,0,0,6.67173034205935e-05,6.62909180066901e-05
1m_x_02,1m_x_02_30.mat,13108,26215,39323,52430,-42.1260736044327,-81.514662060415,-86.4559298474838,-86.8635023993163,19687,32990,46670,-86.0075133089751,-86.8001316730625,-86.8585224311868,-119.512795137984,-119.78597906783,-119.917795225783,1,1,1,0,0,0,0,0,0,6.68645317525417e-05,6.71255024191798e-05
1m_x_02,1m_x_02_32.mat,13108,26215,39323,52430,-41.6361002906849,-80.9014196309081,-86.2200848117958,-86.8259588536996,18835,31996,45579,-84.3889166592703,-86.7849936613667,-86.8124606167913,-119.387626746636,-119.75019123315,-119.831386466065,1,1,1,0,0,0,0,0,0,6.72063499653758e-05,6.66933267731518e-05
1m_x_02,1m_x_02_34.mat,13108,26215,39323,52430,-40.9926964579614,-80.2492349991373,-86.1827483864944,-86.8763500846271,20641,32545,46620,-85.6582881444864,-86.7007529890726,-86.7944760457328,-119.553007031607,-119.720057761074,-119.881590471893,1,1,1,0,0,0,0,0,0,6.77860620484458e-05,6.65365526188567e-05
1m_x_02,1m_x_02_36.mat,13108,26215,39323,52430,-40.4934991410952,-79.4547290813409,-85.8313849354576,-86.8438498117163,20389,33388,46353,-85.5197902873194,-86.7545128063795,-86.896355434902,-119.309483033954,-119.744629562926,-119.917045870991,1,1,1,0,0,0,0,0,0,6.94134605119937e-05,6.70951154260142e-05
1m_x_02,1m_x_02_38.mat,13108,26215,39323,52430,-40.1356867518933,-78.9305089319202,-85.4084721800261,-86.8472038382751,19715,32990,46623,-85.2702862356896,-86.7309093417028,-86.9076066688611,-119.129897419563,-119.746315215331,-119.892820302105,1,1,1,0,0,0,0,0,0,6.97626706867565e-05,6.69357679016559e-05
1m_x_02,1m_x_02_40.mat,13108,26215,39323,52430,-39.8043921064312,-78.4762983612333,-85.0255041261037,-86.6732524093945,18871,31906,45805,-83.4034689194553,-86.7205266682672,-86.8087743981447,-118.844959600085,-119.740433816149,-119.840353357508,1,1,1,1,0,0,0,0,0,7.11642194302355e-05,6.66231397946745e-05
1m_x_02,1m_x_02_42.mat,13108,26215,39323,52430,-39.3311845126095,-78.263890297613,-84.476534986566,-86.7980449542952,18830,33287,46298,-82.9343362079158,-86.7616745653312,-86.9285726069097,-118.823812805978,-119.735273129367,-119.918517445258,1,1,1,1,0,0,0,0,0,7.14816022340645e-05,6.64700336521868e-05
1m_x_02,1m_x_02_44.mat,13108,26215,39323,52430,-38.9842139680625,-77.4428118332566,-83.9287012423008,-86.6760730090304,18848,33389,46024,-83.1045219890176,-86.7181154778513,-86.8988232865321,-118.54594999275,-119.671021331041,-119.847796819767,1,1,1,0,0,0,0,0,0,7.54439975950059e-05,6.70250995162785e-05
1m_x_02,1m_x_02_46.mat,13108,26215,39323,52430,-38.6112347641133,-76.6752609011071,-83.1883925549306,-86.6067114425586,20648,32592,45833,-84.1100602317332,-86.6042033247887,-86.8660200664821,-118.455627589993,-119.595041744629,-119.850711629898,1,1,1,0,0,0,0,0,0,7.63941880063529e-05,6.74338921707741e-05
1m_x_02,1m_x_02_48.mat,13108,26215,39323,52430,-38.1754961255871,-76.5997129869532,-82.501351820286,-86.6722071452346,19715,32851,45428,-84.4086237326537,-86.5800701596812,-86.752840977003,-118.739576472167,-119.558646653234,-119.847038080317,1,1,1,0,0,0,0,0,0,7.19442863760317e-05,6.66888356272686e-05
1m_x_02,1m_x_02_50.mat,13108,26215,39323,52430,-37.8039230845792,-76.5461757859191,-81.4612707399125,-86.6423536859841,19661,32945,46007,-83.4422153405453,-86.7891721445518,-86.8460123048343,-118.308997697062,-119.629421636721,-119.881219346993,1,1,1,1,0,0,0,0,0,7.47777486189983e-05,6.64624925621266e-05
1m_x_02,1m_x_02_52.mat,13108,26215,39323,52430,-37.7291068164922,-76.0065772885538,-80.6147970562155,-86.2299502418645,20366,32364,45171,-82.9400529005441,-86.7089884660194,-86.8771510688783,-118.502909176914,-119.618264024658,-119.859618712242,1,1,1,1,0,0,0,0,0,7.59621920803829e-05,6.73646283206912e-05
1m_x_02,1m_x_02_54.mat,13108,26215,39323,52430,-37.4967984306034,-75.5884321832361,-79.5329559195284,-86.267558038138,19719,33203,45941,-83.4778167322422,-86.5621655957379,-86.700618554993,-118.421225299327,-119.43389501517,-119.773777710894,1,1,1,1,0,0,0,0,0,7.41815445802527e-05,6.69162682645125e-05
1m_x_02,1m_x_02_56.mat,13108,26215,39323,52430,-37.1728294169117,-73.8409297071146,-78.2683394052902,-85.9305963980412,19689,32312,45588,-80.1263341866115,-86.5559211306432,-86.8483070212498,-116.061420245775,-119.443782075965,-119.810467073385,1,1,1,1,0,0,0,0,0,9.10644543960914e-05,6.74002510471771e-05
1m_x_02,1m_x_02_58.mat,13108,26215,39323,52430,-36.8192767643971,-75.1158713069676,-77.031352136328,-85.969246885915,20351,31820,45363,-82.4552927108967,-86.7000271846853,-86.8228471457235,-117.755555850932,-119.490370587219,-119.865178154313,1,1,1,1,0,0,0,0,0,8.17391361295946e-05,6.67885183839925e-05
1m_x_02,1m_x_02_60.mat,13108,26215,39323,52430,-36.5249816436842,-73.5767997199959,-75.9848133219688,-85.5572656479478,20353,33258,45301,-79.691166265551,-86.6404165874432,-86.7960556142751,-117.273953020069,-119.447614426739,-119.869851727324,1,1,1,1,0,0,0,0,0,8.80815498118804e-05,6.75483487843225e-05
1m_x_02,1m_x_02_62.mat,13108,26215,39323,52430,-36.2767188810253,-72.9925278905027,-74.3612809619274,-85.1189892573169,18826,32641,46720,-77.553569376758,-86.6799634187949,-86.7786801862508,-113.785624015786,-119.407886497682,-119.754333680977,1,1,1,1,0,0,0,0,0,0.00010186226017869,6.6932225357717e-05
1m_x_02,1m_x_02_64.mat,13108,26215,39323,52430,-36.0180720106738,-75.0298030505282,-73.1774700869584,-85.5139832576318,19676,33249,45487,-80.1227921607612,-86.6684575601189,-86.8606449715047,-116.539947108415,-119.352998908056,-119.822767118881,1,1,1,1,0,0,0,0,0,8.56179647678578e-05,6.79856691424273e-05
100x_01,100x_02.mat,13108,26215,39323,52430,-66.2539730882158,-85.5438362910149,-86.7057069438615,-86.7139839569273,19687,31832,45387,-86.594319134144,-86.6759021065885,-86.7905001608544,-119.549988952004,-119.735913338337,-119.874053694008,1,1,1,0,0,0,0,0,0,6.73070806496429e-05,6.67342966648084e-05
100x_01,100x_04.mat,13108,26215,39323,52430,-59.7109289414031,-84.1233031509032,-86.7647157236366,-86.3847120245536,19528,32425,45182,-86.5377684571938,-86.7206562816118,-86.816698056649,-119.635342830986,-119.721195576111,-119.844814450842,1,1,1,0,0,0,0,0,0,6.65590702640484e-05,6.66370829356995e-05
100x_01,100x_06.mat,13108,26215,39323,52430,-56.227244793675,-84.2344584890835,-86.760241451358,-85.7830713823294,19807,32317,46657,-86.6108106075199,-86.810889878261,-86.8247424971605,-119.656635033423,-119.760893443676,-119.856539836629,1,1,1,0,0,0,0,0,0,6.72447591570247e-05,6.6643245118445e-05
100x_01,100x_08.mat,13108,26215,39323,52430,-53.806015502907,-84.4023875631474,-86.6565524917029,-85.8497825406094,20294,33307,46006,-86.5939088810645,-86.7874524052005,-86.9411110002235,-119.647668388803,-119.853698963184,-119.979496265182,1,1,1,0,0,0,0,0,0,6.66889549305297e-05,6.64546620340318e-05
100x_01,100x_10.mat,13108,26215,39323,52430,-51.7171499865346,-84.3330235149029,-86.59938181735,-84.4125109078072,19845,32199,46010,-86.443043977444,-86.711192448804,-86.8481777420831,-119.586183263503,-119.719728437575,-119.823735484096,1,1,1,0,0,0,0,0,0,6.68489840090276e-05,6.61395380879382e-05
100x_01,100x_12.mat,13108,26215,39323,52430,-50.0112065560156,-85.7136907676074,-86.635336088498,-84.719953390554,19584,32210,44903,-86.4234397331803,-86.7970314900886,-86.6962521618622,-119.589165782022,-119.744042668952,-119.781258726184,1,1,1,0,0,0,0,0,0,6.6806149245119e-05,6.62310290302752e-05
100x_01,100x_14.mat,13108,26215,39323,52430,-48.7120672318895,-84.6592290954882,-86.678631966989,-86.7394694328705,19820,31917,46745,-86.5573307103842,-86.7474969029556,-86.9192979471318,-119.631499149091,-119.780978005792,-119.909327469173,1,1,1,0,0,0,0,0,0,6.67462366060074e-05,6.58694634070371e-05
100x_01,100x_16.mat,13108,26215,39323,52430,-47.7055117085453,-83.0533235133604,-86.7216547965969,-86.4732968458717,19181,32207,44963,-86.1908890355407,-86.6478461600654,-86.7997181259087,-119.391258405521,-119.743714628888,-119.777578565966,1,1,1,0,0,0,0,0,0,6.77523413882584e-05,6.64413772522635e-05
100x_01,100x_18.mat,13108,26215,39323,52430,-46.7956584605532,-81.4101096977871,-86.7284692266725,-85.9737778664383,19920,33170,46004,-86.3212250207322,-86.6285529826226,-86.9737942994168,-119.348207106228,-119.723234851962,-119.839610438529,1,1,1,0,0,0,0,0,0,6.77562966484633e-05,6.58812815967015e-05
100x_01,100x_20.mat,13108,26215,39323,52430,-45.7891446031606,-81.2012328678084,-86.8145473286683,-85.9396023633747,19445,32663,45599,-86.1188185158454,-86.746504738855,-86.8530865165484,-119.26976096284,-119.804308258816,-119.801553966262,1,1,1,0,0,0,0,0,0,6.77246856818785e-05,6.63388137940106e-05
100x_01,100x_22.mat,13108,26215,39323,52430,-44.9860148671173,-79.5701310688363,-86.6588019501518,-85.737147464038,19757,31903,45320,-86.1431159150571,-86.6826351848575,-86.860403466208,-119.102394103336,-119.756008415238,-119.779761312815,1,1,1,0,0,0,0,0,0,6.77616096152918e-05,6.59217125951575e-05
100x_01,100x_24.mat,13108,26215,39323,52430,-44.1202497302315,-79.4168660519402,-86.5299824749989,-85.9060569733144,19424,31903,45761,-85.4215351705063,-86.682186407327,-86.7635118201809,-118.91185596655,-119.748405871226,-119.731202368382,1,1,1,1,0,0,0,0,0,6.87664766058113e-05,6.65708030280694e-05
100x_01,100x_26.mat,13108,26215,39323,52430,-43.3621283721722,-79.0326143460416,-86.4871807518349,-85.7579562460529,18866,32796,45702,-84.8141773764504,-86.7597347371214,-86.7674987959551,-118.797947857609,-119.759494360221,-119.80225351077,1,1,1,0,0,0,0,0,0,6.92725077642405e-05,6.67311585272226e-05
100x_01,100x_28.mat,13108,26215,39323,52430,-42.5614138934961,-79.9044981616455,-86.4655301939347,-85.797344213396,19716,33196,45366,-84.7481292044513,-86.6971481678925,-86.8111901906417,-118.443379386278,-119.79023566972,-119.788477275304,1,1,1,1,0,0,0,0,0,7.33499215094489e-05,6.62909180066901e-05
100x_01,100x_30.mat,13108,26215,39323,52430,-41.9838961002423,-79.3036449451641,-86.1203137381008,-85.7848192196408,19120,32329,45588,-83.1037604787255,-86.6762416752519,-86.8494977839831,-117.706671401145,-119.755343873893,-119.767317633444,1,1,1,1,0,0,0,0,0,7.68809043002644e-05,6.71255024191798e-05
100x_01,100x_32.mat,13108,26215,39323,52430,-41.7157146023501,-78.7136977738058,-85.91168094332,-85.776919552211,19100,32372,46011,-81.7874223955115,-86.6020886812852,-86.8403273987351,-116.869273993832,-119.704781572764,-119.687255416811,1,1,1,1,0,0,0,0,0,7.99909898508509e-05,6.66933267731518e-05
100x_01,100x_34.mat,13108,26215,39323,52430,-41.2854588044257,-76.9651763895902,-85.6685520817506,-85.2698731302549,20322,32357,45021,-81.5094029649885,-86.615096318511,-86.8516995242979,-116.758110801706,-119.682327742022,-119.770798378411,1,1,1,1,0,0,0,0,0,8.89661614657481e-05,6.65365526188567e-05
