filename,frame,harmonic_amplitudes,target_harm_dB,ultraharmonic_amplitudes,target_uh_dB,harmonic_indices,ultraharmonic_indices,exceeds_harm,exceeds_uh,harmonic_threshold_dB,uh_threshold_dB,target_bb_std,ambient_bb_std,safety_1s,safety_2s,safety_3s
PCI_1000x_02.pacq,19,[0.000212518038922669 0.000591841213598617 0.00450092167219934 0.00233202724740897],[-36.7260420033332 -32.2779479548623 -23.4669854485481 -26.3226637958617],[0.00238993226182496 0.00379268122261451 0.00846455628631775],[-26.2161440814497 -24.2105365850402 -20.7239580275935],[12584 14681 16778 18875],[14346 16421 17916],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],26.5365737272479,0.466824353655995,1,1,1
PCI_1000x_02.pacq,20,[3.37545044706197e-05 0.000646480232611155 0.00506940014693062 0.00183500132998514],[-44.716682632419 -31.8944474997793 -22.9504342691723 -27.3636361664077],[0.00196619972628915 0.00451269732843018 0.00683724998192199],[-27.0637236869127 -23.455637941113 -21.6511854123722],[12584 14681 16778 18875],[13879 15986 18079],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],25.981211741771,0.466824353655995,1,1,1
PCI_1000x_02.pacq,21,[0.00118340672826554 0.000478591312064816 0.0070231779204578 0.00444617757089396],[-29.2686596586829 -33.2003518945964 -21.5346632932054 -23.5201319649096],[0.00539258833949889 0.00909153971530765 0.0134317139567355],[-22.6820273170661 -20.4136255976648 -18.718685655548],[12584 14681 16778 18875],[14129 15674 18617],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],26.1458146952289,0.466824353655995,1,1,1
PCI_1000x_02.pacq,22,[0.000214363034614314 0.00329040060094054 0.00737158662403161 0.0103196616743166],[-36.6885010352746 -24.8275122418173 -21.3243902667266 -19.863345406338],[0.00835540787555218 0.0121517394276792 0.0260059125731707],[-20.7803234483965 -19.1536155171393 -15.8492790179922],[12584 14681 16778 18875],[14508 16725 16845],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],29.8314615331684,0.466824353655995,1,1,1
PCI_1000x_02.pacq,23,[0.0163524570876695 0.0193644560388582 0.0260725737108422 0.0359445257776827],[-17.8641698187573 -17.1299469814293 -15.8381609605658 -14.4436724173652],[0.0201868125701108 0.0360998493231199 0.0556459842136008],[-16.9493224928288 -14.4249461078892 -12.5456617179293],[12584 14681 16778 18875],[13595 16638 18540],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],42.1969391836541,0.466824353655995,1,1,1
PCI_1000x_02.pacq,24,[0.0119954613847109 0.0222521794261315 0.040254674531094 0.0539431284189929],[-19.2098304298749 -16.526274468678 -13.9518368038476 -12.6806387034684],[0.0226146339154734 0.0443903064155925 0.0794580451602539],[-16.4561043819782 -13.5271185713409 -10.9986212373268],[12584 14681 16778 18875],[12846 14943 18764],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],50.1543080424659,0.466824353655995,1,1,1
PCI_1000x_02.pacq,25,[0.00618653598038431 0.00726345987538778 0.0171225845713273 0.0342644004664779],[-22.0855245690968 -21.3885645824524 -17.6643068005922 -14.6515686274862],[0.0189393409211382 0.0400454947066123 0.0874683378229515],[-17.2263513828381 -13.9744633686109 -10.5814912637481],[12584 14681 16778 18875],[13279 16445 18594],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],42.7606319706822,0.466824353655995,1,1,1
PCI_1000x_02.pacq,26,[0.0124288160106674 0.0298369480029078 0.0333706231701487 0.0526091202456117],[-19.0557024099028 -15.2524560255607 -14.7663568316151 -12.7893896061818],[0.0430707503633529 0.0823978704767837 0.106703969219336],[-13.658175620469 -10.8408401223653 -9.71819425205398],[12584 14681 16778 18875],[13622 16504 16928],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],60.033228507169,0.466824353655995,1,1,1
PCI_1000x_02.pacq,27,[0.0195596248992232 0.0174928638167435 0.0120279656170096 0.037415974416115],[-17.0863947806373 -17.5713908486124 -19.1980782203846 -14.2694294005657],[0.0389911653819602 0.074739446736231 0.104462210197051],[-14.0903378426852 -11.2645012136852 -9.81040789659003],[12584 14681 16778 18875],[14632 16729 18826],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],54.1688429467711,0.466824353655995,1,1,1
PCI_1000x_02.pacq,28,[0.00992641601572521 0.0474144018524078 0.0282925449198426 0.0442690866297854],[-20.0320752749173 -13.2408972383166 -15.48327985914 -13.5389943839468],[0.0506032032138323 0.0928861361183557 0.15430127468616],[-12.9582199118271 -10.3204910254685 -8.11630486205945],[12584 14681 16778 18875],[14557 16469 18510],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],69.3759333104666,0.466824353655995,1,1,1
PCI_1000x_02.pacq,29,[0.0192898071051214 0.0436253257469295 0.0366297183527469 0.0989357514976137],[-17.1467211520735 -13.6026131717739 -14.3616642062888 -10.0464674305975],[0.0529328997757196 0.0977344535046885 0.172752436594374],[-12.7627431379075 -10.0995231110954 -7.62575818384858],[12584 14681 16778 18875],[12925 15439 18007],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],65.7235213771627,0.466824353655995,1,1,1
PCI_1000x_02.pacq,30,[0.0210860141995658 0.0281196351989801 0.0352777203675286 0.0983349639913513],[-16.76005505359 -15.5099031779509 -14.5249948657282 -10.0729203691193],[0.0845053520121936 0.138296773534123 0.198840105413512],[-10.7311578482833 -8.59187951869515 -7.01496015295186],[12584 14681 16778 18875],[14437 16534 18733],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],76.6804609954898,0.466824353655995,1,1,1
PCI_1000x_02.pacq,31,[0.0325746538234822 0.0456611101584026 0.055675411746499 0.064004672999305],[-14.8712019091393 -13.4045353371729 -12.5433656246507 -11.9378831689541],[0.0840995852130654 0.151196955996224 0.202845096011765],[-10.7520614617737 -8.20456952269669 -6.92835487347253],[12584 14681 16778 18875],[13478 16648 18692],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],76.6489684339802,0.466824353655995,1,1,1
PCI_1000x_02.pacq,32,[0.013867698750772 0.0720723096184868 0.060147463396588 0.0439916791494759],[-18.5799560113003 -11.4223156038135 -12.2078268347117 -13.5662946081391],[0.0660351723802909 0.112029650003866 0.167181865406915],[-11.8022468412573 -9.50667020821674 -7.7681083324176],[12584 14681 16778 18875],[13541 15638 18678],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],75.3383451152487,0.466824353655995,1,1,1
PCI_100x_01.pacq,1,[2.26325990536434e-06 2.01728819091342e-05 7.63390656168875e-05 0.000272628332032177],[-56.4526557022372 -46.9523205380369 -41.1725316007874 -35.644290134835],[1.55686300871797e-05 1.72080537114836e-05 9.74193480239991e-05],[-48.0774960013278 -47.6426824705548 -40.1135478125703],[12584 14681 16778 18875],[12780 16714 18811],[0 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],0.472639653331229,0.466824353655995,0,0,0
PCI_100x_01.pacq,2,[7.30787282724749e-05 0.000290298572732298 0.000501848783836332 0.00111519980383302],[-41.3620901891463 -35.3715509939399 -32.9942712396773 -29.5264731563976],[6.28328272474564e-05 0.000106001638553445 0.000372401955142018],[-42.0181339818086 -39.7468742144071 -34.2898804760165],[12584 14681 16778 18875],[12780 16714 18811],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],0.50713582350805,0.466824353655995,0,0,0
PCI_100x_01.pacq,3,[0.000162471088055831 0.00107825633185892 0.00334711777274981 0.00108776699410771],[-37.8922391108481 -29.6727798286129 -24.7532900614969 -29.6346412302991],[0.000183647093721832 0.000793330847529823 0.000771427758968207],[-37.3601594012325 -31.0054565846875 -31.1270473758586],[12584 14681 16778 18875],[12781 16714 16842],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],0.625507186933849,0.466824353655995,0,0,0
PCI_100x_01.pacq,4,[0.00282809362073858 0.0168983944481102 0.0516920486005164 0.0652262516003065],[-25.4850621782522 -17.7215455665557 -12.8657625602596 -11.8557757864566],[0.00718278097482877 0.0119787994369081 0.0217059579112127],[-21.4370737634458 -19.2158670649207 -16.6342104344085],[12584 14681 16778 18875],[12780 16714 18811],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],1.793021929426,0.466824353655995,1,1,0
PCI_100x_01.pacq,5,[0.0159721498903631 0.139988740837407 0.83439960878161 1.07419027574023],[-17.9663662282956 -8.53906892813336 -0.786259082057201 0.310812165449059],[0.0457795038017547 0.188537674019202 0.354784146618824],[-13.3932891889887 -7.24601855093022 -4.5003579467399],[12584 14681 16778 18875],[12781 16714 18811],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],4.70287967279359,0.466824353655995,1,1,1
PCI_100x_01.pacq,6,[0.00378389160579948 0.0717452374129374 0.289102951830463 0.556844103180127],[-24.2206131298838 -11.4420692294143 -5.38947474025859 -2.54266375033208],[0.10148414276578 0.102009352746829 0.184011300128726],[-9.93601812404241 -9.91360008040756 -7.35155506159702],[12584 14681 16778 18875],[12780 14877 18811],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],6.32411252435249,0.466824353655995,1,1,1
PCI_100x_01.pacq,7,[0.00535250452975614 0.00671407444162833 0.0842334654900254 0.189600304384128],[-22.714429564955 -21.7301384786471 -10.7451533142012 -7.22160969781492],[0.0251207132614636 0.027622566488245 0.0875527902721689],[-15.9996803368006 -15.5873597239387 -10.5773000856973],[12584 14681 16778 18875],[12774 16714 18811],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],8.05526740943676,0.466824353655995,1,1,1
PCI_100x_01.pacq,8,[0.00491786716944787 0.0914553502003827 0.262610720432378 0.323926830316451],[-23.0822320564099 -10.3879088292089 -5.80687548887846 -4.8955307861594],[0.0266223324635038 0.0976200927065511 0.158842975197302],[-15.7475389733419 -10.1046078424429 -7.99031987009377],[12584 14681 16778 18875],[12780 16714 18812],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],13.1417460235624,0.466824353655995,1,1,1
PCI_100x_01.pacq,9,[0.0155641189717578 0.116275368177278 0.142112468625101 0.126191712728621],[-18.0787545811885 -9.34512276653194 -8.47367816389779 -8.98969165174358],[0.0374685320706609 0.123604714582343 0.292217791181109],[-14.2633332121364 -9.07964963890836 -5.34293346319017],[12584 14681 16778 18875],[12691 16704 18802],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],19.5094952383888,0.466824353655995,1,1,1
PCI_100x_01.pacq,10,[0.0208449178122992 0.131397283787978 0.140519695483336 0.0788993709516484],[-16.8099981287807 -8.81413612311133 -8.52262800027536 -11.0292645931678],[0.0748674212575798 0.12810405302809 0.326525554755446],[-11.2570712550547 -8.92437129584829 -4.8608282402145],[12584 14681 16778 18875],[12699 16702 18793],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],24.3782107733019,0.466824353655995,1,1,1
PCI_100x_01.pacq,11,[0.0232526650202573 0.0467355450885801 0.0342375537382441 0.130899166350364],[-16.3352726482721 -13.3035268765743 -14.6549727308177 -8.83063119305545],[0.0671968594717143 0.171767542034141 0.578758673227371],[-11.726510237613 -7.65058898986931 -2.37502487625717],[12584 14681 16778 18875],[12669 16700 18796],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],31.906732042402,0.466824353655995,1,1,1
PCI_100x_01.pacq,12,[0.0158945092364268 0.0130365072393899 0.141152352797653 0.150882637604077],[-17.987528769472 -18.8483874984986 -8.50311878420204 -8.21360732567485],[0.0936621535436806 0.285799590723389 0.615244611911377],[-10.2843586084622 -5.43938397471924 -2.10952181001679],[12584 14681 16778 18875],[14621 16723 18821],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],36.9881755112751,0.466824353655995,1,1,1
PCI_100x_01.pacq,13,[0.0300697677974119 0.0676143241606806 0.278059993337789 0.240514666238409],[-15.21869925564 -11.6996128860063 -5.55861491979035 -6.1885843582983],[0.107059352585735 0.211750216928462 0.502720985249638],[-9.70375387230309 -6.74176136082092 -2.98672985494231],[12584 14681 16778 18875],[14596 16575 18673],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],43.6511995265142,0.466824353655995,1,1,1
PCI_100x_01.pacq,14,[0.00956790932836689 0.0219271088647751 0.0326399702059651 0.126812408549739],[-20.1918294898866 -16.5901862718467 -14.8625024634559 -8.96838248812193],[0.0767845050074882 0.179297556228307 0.426031128258011],[-11.1472641107122 -7.46425629700473 -3.70558667712324],[12584 14681 16778 18875],[14631 16670 18818],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],44.8572266798066,0.466824353655995,1,1,1
PCI_100x_01.pacq,15,[0.00354394425977225 0.0207139405676842 0.0657321117962751 0.149842461106105],[-24.505131174463 -16.8373727416268 -11.8222241477978 -8.24365102450605],[0.0719531547149631 0.121979178961855 0.331958531273327],[-11.4295016009756 -9.13714294191435 -4.78916165585161],[12584 14681 16778 18875],[14578 16676 18785],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],50.4313743897509,0.466824353655995,1,1,1
PCI_100x_01.pacq,16,[0.00913164233659569 0.0110869439466092 0.114723836532617 0.208465766382094],[-20.3945110706844 -19.5518814817262 -9.4034633799178 -6.80965253361835],[0.0702022278256878 0.147013209992906 0.33308270744249],[-11.5364910557603 -8.32643639610566 -4.77447913863162],[12584 14681 16778 18875],[14451 16647 18744],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],54.4056396756001,0.466824353655995,1,1,1
PCI_100x_01.pacq,17,[0.00418561376542972 0.028654882422856 0.0886398641999997 0.278360204852279],[-23.782408494043 -15.4280136920622 -10.5237091797255 -5.55392852568668],[0.0653279006585263 0.137433869297961 0.235889197791715],[-11.8490129783448 -8.61906226253306 -6.27291946553427],[12584 14681 16778 18875],[14580 16534 18750],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],53.0579837358862,0.466824353655995,1,1,1
PCI_100x_01.pacq,18,[0.00537863023073003 0.0209913753770115 0.121441915104417 0.14787970910806],[-22.6932831150426 -16.7795910505372 -9.15631392694292 -8.30091412392199],[0.0632282166942866 0.16583727765537 0.206954525102537],[-11.99089066973 -7.80317840128828 -6.84125073222744],[12584 14681 16778 18875],[14119 16713 18718],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],54.1631279149303,0.466824353655995,1,1,1
PCI_100x_01.pacq,19,[0.0178165324414169 0.0304015878427577 0.0611750192165785 0.11019270042021],[-17.4917681702734 -15.1710373305772 -12.1342588555357 -9.57847173834712],[0.0949193823532497 0.133179806624846 0.275911790437295],[-10.2264509642866 -8.75561620032327 -5.59229740577544],[12584 14681 16778 18875],[14101 16568 18025],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],67.4877640033662,0.466824353655995,1,1,1
PCI_100x_01.pacq,20,[0.00693129562385723 0.0270953570664325 0.0632674731103127 0.228508789496298],[-21.5918557784141 -15.6710512142002 -11.9881951082554 -6.41097090314806],[0.110835545844795 0.147369078828568 0.432495555304151],[-9.55320935559382 -8.31593631150389 -3.64018351359397],[12584 14681 16778 18875],[12857 15225 18730],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],70.2344013959249,0.466824353655995,1,1,1
PCI_100x_01.pacq,21,[0.0232046144830368 0.121221166200443 0.243245371698786 0.19691238727478],[-16.3442564246928 -9.16421542203743 -6.13955414429808 -7.05726962603037],[0.140769199958239 0.209622448843155 0.343314917064212],[-8.51492357633013 -6.78562209824533 -4.64307326029747],[12584 14681 16778 18875],[14013 16678 18748],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],83.3400595170258,0.466824353655995,1,1,1
PCI_100x_01.pacq,22,[0.0163090167694899 0.0373988004722766 0.10422631858559 0.100452502958644],[-17.8757222071671 -14.2714232712106 -9.82022601830608 -9.98039237536092],[0.153030933305852 0.259549771529908 0.45385394999369],[-8.15220773063628 -5.85779349075033 -3.43083880438918],[12584 14681 16778 18875],[14258 16502 18384],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],96.5698824523278,0.466824353655995,1,1,1
PCI_100x_01.pacq,23,[0.0379682805215117 0.109835961814869 0.102555083374869 0.130511246383223],[-14.2057907041165 -9.59255442575363 -9.89042807972947 -8.84352062795223],[0.13739874594086 0.227391325638467 0.594132565360421],[-8.62017231129817 -6.43226106487341 -2.26116642592635],[12584 14681 16778 18875],[13413 15417 18769],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],101.877770566681,0.466824353655995,1,1,1
PCI_100x_01.pacq,24,[0.0155726592077539 0.10014739835142 0.142335892197413 0.398983077997394],[-18.0763722040274 -9.99360328410328 -8.4668557203262 -3.99045523581926],[0.178171676119684 0.361928691932346 0.626750137614111],[-7.49161334432761 -4.41376986789655 -2.02905562012678],[12584 14681 16778 18875],[13747 16657 18798],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],115.073468396062,0.466824353655995,1,1,1
PCI_100x_01.pacq,25,[0.0435333515865722 0.10429398010038 0.169363624372901 0.325545936950952],[-13.6117789568384 -9.81740758540274 -7.71179861009495 -4.87387720592903],[0.204460823623718 0.353187719307842 0.711327086286978],[-6.89389894081849 -4.51994405687792 -1.47930653693546],[12584 14681 16778 18875],[13918 15177 18703],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],123.444328949082,0.466824353655995,1,1,1
PCI_100x_01.pacq,26,[0.038362294435644 0.112366594871694 0.490874866053932 0.827601202016745],[-14.1609542572088 -9.49362779684634 -3.09029204228367 -0.821788872319427],[0.294958336845612 0.557600532461925 0.988660796960033],[-5.30239324211303 -2.53676820194901 -0.0495268643805648],[12584 14681 16778 18875],[14363 16439 18681],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],143.959679956212,0.466824353655995,1,1,1
PCI_100x_01.pacq,27,[0.045781249265928 0.171994178846264 0.474436054425485 0.638663709925108],[-13.393123605934 -7.6448625156761 -3.23822314494019 -1.94727760571368],[0.249244182372469 0.467634612360847 0.843020727555591],[-6.03374969798737 -3.3009335165689 -0.741617471399669],[12584 14681 16778 18875],[12792 16312 18669],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],139.5825709645,0.466824353655995,1,1,1
PCI_100x_01.pacq,28,[0.0954686712618624 0.121919744738688 0.425377723657625 0.380020904531631],[-10.2013912192716 -9.13925955278549 -3.71225257136357 -4.20192512664705],[0.349012277609508 0.692579829479366 0.99613174625275],[-4.57159295091615 -1.5953016088556 -0.01683218918935],[12584 14681 16778 18875],[12855 16692 18605],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],149.773576311433,0.466824353655995,1,1,1
PCI_100x_01.pacq,29,[0.104160030591443 0.116480805362906 0.176438090506529 0.655501974016896],[-9.82298901225069 -9.33745635254109 -7.53407651001119 -1.83425996112182],[0.40914330845473 0.679828116413994 1.17730356980436],[-3.8812454732291 -1.67600877777471 0.708884608825396],[12584 14681 16778 18875],[12655 16659 18357],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],158.989796468333,0.466824353655995,1,1,1
PCI_100x_01.pacq,30,[0.0910304172565506 0.0863939733152052 0.597648717781093 0.344314127042717],[-10.4081346658659 -10.6351655204934 -2.23554007910987 -4.63045158036449],[0.346818398204649 0.774446771077673 1.58332139162623],[-4.59897871902814 -1.11008426609308 1.99569079387063],[12584 14681 16778 18875],[14517 16614 18315],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],163.688032687137,0.466824353655995,1,1,1
PCI_100x_01.pacq,31,[0.190904752689025 0.260099059106498 0.38239953194123 0.684826791175017],[-7.19183259448532 -5.84861218836787 -4.17482647974038 -1.64419257922202],[0.402739376444559 0.767125464991363 1.3604636608242],[-3.94975906681201 -1.15133600461315 1.33686945884759],[12584 14681 16778 18875],[14052 16577 18691],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],173.66267697329,0.466824353655995,1,1,1
PCI_100x_01.pacq,32,[0.125461871438296 0.408700453199625 0.269696506369735 0.830784917065091],[-9.01488238644186 -3.88594880707817 -5.69124679331956 -0.805113966998458],[0.429988810614701 0.693047465275183 1.53043850389885],[-3.66542845703015 -1.59237020509149 1.84815883457066],[12584 14681 16778 18875],[14020 16127 18186],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],176.289397210201,0.466824353655995,1,1,1
PCI_100x_02.pacq,1,[1.88225853235622e-06 3.26432190280123e-06 4.50499915726619e-06 5.4939169180522e-05],[-57.2532072550789 -54.8620702096076 -53.463052859268 -42.6011791249906],[3.52785914526591e-06 1.55895761618626e-05 1.65918831480244e-05],[-54.5248876301157 -48.0716569193537 -47.8010431955839],[12584 14681 16778 18875],[14494 14878 18811],[0 0 1 1],[0 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],0.468588356131988,0.466824353655995,0,0,0
PCI_100x_02.pacq,2,[3.79298072567468e-05 2.53417761461033e-05 0.000531691922626196 0.000226872660679972],[-44.2101936419265 -45.9616294969649 -32.7433993736406 -36.4421783567609],[1.58316602499714e-05 0.000122209649652409 0.000121997930582757],[-48.0047353873255 -39.1289450092377 -39.1364753608027],[12584 14681 16778 18875],[12781 16714 16842],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],0.484665657840149,0.466824353655995,0,0,0
PCI_100x_02.pacq,3,[0.000138530228855887 4.28831952374797e-05 0.00226379008112817 4.69893909945796e-05],[-38.5845544831189 -43.6771286272045 -26.4516384728697 -43.2800018360883],[7.41034110133403e-05 0.000497631525591281 0.000554302451217398],[-41.3016180079022 -33.0309211433685 -32.5625320088104],[12584 14681 16778 18875],[12780 16714 16842],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],0.481720401889791,0.466824353655995,0,0,0
PCI_100x_02.pacq,4,[0.000569498351688748 4.93237678270997e-05 0.000535559065447568 0.000720765070083587],[-32.4450752857086 -43.0694375519032 -32.7119262495657 -31.4220626841846],[6.48636173086772e-05 0.000236972995836732 0.000251881108437737],[-41.8799883529006 -36.2530114102486 -35.9880440419269],[12584 14681 16778 18875],[12648 14878 18811],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],0.490934936190309,0.466824353655995,0,0,0
PCI_100x_02.pacq,5,[0.000814354033205881 0.00105958757412839 0.000909398019068497 0.0036345481874619],[-30.8918674837721 -29.7486314335245 -30.4124599614868 -24.3954956881807],[0.000325837467229347 0.000219611347449917 0.00131313820590735],[-34.8699897872796 -36.5834522338606 -28.8168956263543],[12584 14681 16778 18875],[12781 16715 18812],[1 1 1 1],[1 1 1],[-53.9883295258759 -53.9883295258759 -53.9883295258759 -53.9883295258759],[-54.2218417220859 -50.6375024680176 -48.3572425379499],0.624867501062658,0.466824353655995,0,0,0
